tid,yr,doy
BK.LGMB.S0,2026,98
BK.LIND.00,2026,91
BK.LIND.00,2026,92
BK.LIND.00,2026,93
BK.LIND.00,2026,94
BK.LITV.00,2026,91
BK.LITV.00,2026,92
BK.LITV.00,2026,93
BK.LITV.S0,2026,81
BK.LITV.S0,2026,82
BK.LITV.S0,2026,83
BK.LITV.S0,2026,84
BK.LITV.S0,2026,85
BK.LITV.S0,2026,86
BK.LITV.S0,2026,87
BK.LITV.S0,2026,88
BK.LITV.S0,2026,89
BK.LITV.S0,2026,90
BK.LITV.S0,2026,91
BK.LITV.S0,2026,92
BK.LITV.S0,2026,93
BK.LITV.S0,2026,94
BK.LITV.S0,2026,95
BK.LITV.S0,2026,96
BK.LITV.S0,2026,97
BK.LITV.S0,2026,98
BK.LLNL.00,2026,91
BK.LLNL.00,2026,92
BK.LLNL.00,2026,93
BK.LLNL.S0,2026,81
BK.LLNL.S0,2026,82
BK.LLNL.S0,2026,83
BK.LLNL.S0,2026,84
BK.LLNL.S0,2026,85
BK.LLNL.S0,2026,86
BK.LLNL.S0,2026,87
BK.LLNL.S0,2026,88
BK.LLNL.S0,2026,89
BK.LLNL.S0,2026,90
BK.LLNL.S0,2026,91
BK.LLNL.S0,2026,92
BK.LLNL.S0,2026,93
BK.LLNL.S0,2026,94
BK.LLNL.S0,2026,95
BK.LLNL.S0,2026,96
BK.LLNL.S0,2026,97
BK.LLNL.S0,2026,98
BK.LSIB.00,2026,91
BK.LSIB.00,2026,92
BK.LSIB.00,2026,93
BK.LSIB.S0,2026,81
BK.LSIB.S0,2026,82
BK.LSIB.S0,2026,83
BK.LSIB.S0,2026,84
BK.LSIB.S0,2026,85
BK.LSIB.S0,2026,86
BK.LSIB.S0,2026,87
BK.LSIB.S0,2026,88
BK.LSIB.S0,2026,89
BK.LSIB.S0,2026,90
BK.LSIB.S0,2026,91
BK.LSIB.S0,2026,92
BK.LSIB.S0,2026,93
BK.LSIB.S0,2026,94
BK.LSIB.S0,2026,95
BK.LSIB.S0,2026,96
BK.LSIB.S0,2026,97
BK.LSIB.S0,2026,98
BK.LTIB.00,2026,91
BK.LTIB.00,2026,92
BK.LTIB.00,2026,93
BK.LTIB.S0,2026,81
BK.LTIB.S0,2026,82
BK.LTIB.S0,2026,83
BK.LTIB.S0,2026,84
BK.LTIB.S0,2026,85
BK.LTIB.S0,2026,86
BK.LTIB.S0,2026,87
BK.LTIB.S0,2026,88
BK.LTIB.S0,2026,89
BK.LTIB.S0,2026,90
BK.LTIB.S0,2026,91
BK.LTIB.S0,2026,92
BK.LTIB.S0,2026,93
BK.LTIB.S0,2026,94
BK.LTIB.S0,2026,95
BK.LTIB.S0,2026,96
BK.LTIB.S0,2026,97
BK.LTIB.S0,2026,98
BK.MBARI.00,2026,91
BK.MBARI.00,2026,92
BK.MBARI.00,2026,93
BK.MERC.00,2026,91
BK.MERC.00,2026,92
BK.MERC.00,2026,93
BK.MERC.S0,2026,81
BK.MERC.S0,2026,82
BK.MERC.S0,2026,83
BK.MERC.S0,2026,84
BK.MERC.S0,2026,85
BK.MERC.S0,2026,86
BK.MERC.S0,2026,87
BK.MERC.S0,2026,88
BK.MERC.S0,2026,89
BK.MERC.S0,2026,90
BK.MERC.S0,2026,91
BK.MERC.S0,2026,92
BK.MERC.S0,2026,93
BK.MERC.S0,2026,94
BK.MERC.S0,2026,95
BK.MERC.S0,2026,96
BK.MERC.S0,2026,97
BK.MERC.S0,2026,98
BK.MHC.,2026,81
BK.MHC.,2026,82
BK.MHC.,2026,83
BK.MHC.,2026,84
BK.MHC.,2026,85
BK.MHC.,2026,86
BK.MHC.,2026,87
BK.MHC.,2026,88
BK.MHC.,2026,89
BK.MHC.,2026,90
BK.MHC.,2026,91
BK.MHC.,2026,92
BK.MHC.,2026,93
BK.MHC.,2026,94
BK.MHC.,2026,95
BK.MHC.,2026,96
BK.MHC.,2026,97
BK.MHC.,2026,98
BK.MHC.00,2026,91
BK.MHC.00,2026,92
BK.MHC.00,2026,93
BK.MHDL.,2026,81
BK.MHDL.,2026,82
BK.MHDL.,2026,83
BK.MHDL.,2026,84
BK.MHDL.,2026,85
BK.MHDL.,2026,86
BK.MHDL.,2026,87
BK.MHDL.,2026,88
BK.MHDL.,2026,89
BK.MHDL.,2026,90
BK.MHDL.,2026,91
BK.MHDL.,2026,92
BK.MHDL.,2026,93
BK.MHDL.,2026,94
BK.MHDL.,2026,95
BK.MHDL.,2026,96
BK.MHDL.,2026,97
BK.MHDL.,2026,98
BK.MHDL.00,2026,81
BK.MHDL.00,2026,82
BK.MHDL.00,2026,83
BK.MHDL.00,2026,84
BK.MHDL.00,2026,85
BK.MHDL.00,2026,86
BK.MHDL.00,2026,87
BK.MHDL.00,2026,88
BK.MHDL.00,2026,89
BK.MHDL.00,2026,90
BK.MHDL.00,2026,91
BK.MHDL.00,2026,92
BK.MHDL.00,2026,93
BK.MHDL.00,2026,94
BK.MHDL.00,2026,95
BK.MHDL.00,2026,96
BK.MHDL.00,2026,97
BK.MHDL.00,2026,98
BK.MHDL.40,2026,81
BK.MHDL.40,2026,82
BK.MHDL.40,2026,83
BK.MHDL.40,2026,84
BK.MHDL.40,2026,85
BK.MHDL.40,2026,86
BK.MHDL.40,2026,87
BK.MHDL.40,2026,88
BK.MHDL.40,2026,89
BK.MHDL.40,2026,90
BK.MHDL.40,2026,91
BK.MHDL.40,2026,92
BK.MHDL.40,2026,93
BK.MHDL.40,2026,94
BK.MHDL.40,2026,95
BK.MHDL.40,2026,96
BK.MHDL.40,2026,97
BK.MHDL.40,2026,98
BK.MHDL.50,2026,81
BK.MHDL.50,2026,82
BK.MHDL.50,2026,83
BK.MHDL.50,2026,84
BK.MHDL.50,2026,85
BK.MHDL.50,2026,86
BK.MHDL.50,2026,87
BK.MHDL.50,2026,88
BK.MHDL.50,2026,89
BK.MHDL.50,2026,90
BK.MHDL.50,2026,91
BK.MHDL.50,2026,92
BK.MHDL.50,2026,93
BK.MHDL.50,2026,94
BK.MHDL.50,2026,95
BK.MHDL.50,2026,96
BK.MHDL.50,2026,97
BK.MHDL.50,2026,98
BK.MILL.00,2026,81
BK.MILL.00,2026,91
BK.MILL.00,2026,92
BK.MILL.00,2026,93
BK.MILL.S0,2026,81
BK.MILL.S0,2026,82
BK.MILL.S0,2026,83
BK.MILL.S0,2026,84
BK.MILL.S0,2026,85
BK.MILL.S0,2026,86
BK.MILL.S0,2026,87
BK.MILL.S0,2026,88
BK.MILL.S0,2026,89
BK.MILL.S0,2026,90
BK.MILL.S0,2026,91
BK.MILL.S0,2026,92
BK.MILL.S0,2026,93
BK.MILL.S0,2026,94
BK.MILL.S0,2026,95
BK.MILL.S0,2026,96
BK.MILL.S0,2026,97
BK.MILL.S0,2026,98
BK.MKOF.00,2026,91
BK.MKOF.00,2026,92
BK.MKOF.00,2026,93
BK.MKOF.00,2026,94
BK.MKOF.S0,2026,81
BK.MKOF.S0,2026,82
BK.MKOF.S0,2026,83
BK.MKOF.S0,2026,84
BK.MKOF.S0,2026,85
BK.MKOF.S0,2026,86
BK.MKOF.S0,2026,87
BK.MKOF.S0,2026,88
BK.MKOF.S0,2026,89
BK.MKOF.S0,2026,90
BK.MKOF.S0,2026,91
BK.MKOF.S0,2026,92
BK.MKOF.S0,2026,93
BK.MKOF.S0,2026,94
BK.MKOF.S0,2026,95
BK.MKOF.S0,2026,96
BK.MKOF.S0,2026,97
BK.MKOF.S0,2026,98
BK.MLKN.00,2026,91
BK.MLKN.00,2026,92
BK.MLKN.00,2026,93
BK.MLKN.S0,2026,81
BK.MLKN.S0,2026,82
BK.MLKN.S0,2026,83
BK.MLKN.S0,2026,84
BK.MLKN.S0,2026,85
BK.MLKN.S0,2026,86
BK.MLKN.S0,2026,87
BK.MLKN.S0,2026,88
BK.MLKN.S0,2026,89
BK.MLKN.S0,2026,90
BK.MLKN.S0,2026,91
BK.MLKN.S0,2026,92
BK.MLKN.S0,2026,93
BK.MLKN.S0,2026,94
BK.MLKN.S0,2026,95
BK.MLKN.S0,2026,96
BK.MLKN.S0,2026,97
BK.MLKN.S0,2026,98
BK.MMI.00,2026,91
BK.MMI.00,2026,92
BK.MMI.00,2026,93
BK.MMI.S0,2026,81
BK.MMI.S0,2026,82
BK.MMI.S0,2026,83
BK.MMI.S0,2026,84
BK.MMI.S0,2026,85
BK.MMI.S0,2026,86
BK.MMI.S0,2026,87
BK.MMI.S0,2026,88
BK.MMI.S0,2026,89
BK.MMI.S0,2026,90
BK.MMI.S0,2026,91
BK.MMI.S0,2026,92
BK.MMI.S0,2026,93
BK.MMI.S0,2026,94
BK.MMI.S0,2026,95
BK.MMI.S0,2026,96
BK.MMI.S0,2026,97
BK.MMI.S0,2026,98
BK.MNDO.00,2026,91
BK.MNDO.00,2026,92
BK.MNDO.00,2026,93
BK.MNLT.00,2026,91
BK.MNLT.00,2026,92
