shard_id,basis,files,survivors,planned,with_picks,recorded,lost
2024108-2024128-0082115a996d,plan up to the resumed attempt's first day (progress overwritten),7,2,308,190,149,228
2010161-2010181-6cc79cf11af3,plan up to the resumed attempt's first day (progress overwritten),3,1,270,75,52,228
2024088-2024108-78b45a0ce8e3,plan up to the resumed attempt's first day (progress overwritten),6,3,338,221,117,228
2018239-2018259-ec8fca229999,plan up to the resumed attempt's first day (progress overwritten),6,2,312,201,125,228
2012191-2012211-3ae55b498b28,plan up to the resumed attempt's first day (progress overwritten),5,4,391,199,40,228
2024008-2024028-32e6ee2b30da,plan up to the resumed attempt's first day (progress overwritten),8,4,390,265,135,227
2021363-2022018-20896997ecf7,plan up to the resumed attempt's first day (progress overwritten),6,2,276,161,124,227
2019314-2019334-c8fd7f8a078d,plan up to the resumed attempt's first day (progress overwritten),9,5,448,318,122,227
2019114-2019134-8ed8cff4c15a,plan up to the resumed attempt's first day (progress overwritten),9,7,476,306,60,226
2023333-2023353-cdf44dd76232,plan up to the resumed attempt's first day (progress overwritten),5,1,256,154,146,226
2015215-2015235-d89421906ea0,plan up to the resumed attempt's first day (progress overwritten),10,6,340,150,46,226
2012031-2012051-af882b2e1b36,plan up to the resumed attempt's first day (progress overwritten),3,1,242,87,80,226
2017044-2017064-ffef929d13f1,plan up to the resumed attempt's first day (progress overwritten),7,2,308,217,137,226
2021063-2021083-14c1c826f51b,plan up to the resumed attempt's first day (progress overwritten),3,1,266,91,59,225
2018319-2018339-d2d899bb5195,plan up to the resumed attempt's first day (progress overwritten),5,2,308,136,59,225
2024168-2024188-387a9b32576b,plan up to the resumed attempt's first day (progress overwritten),6,2,312,200,120,224
2012171-2012191-4339b82bdbcd,plan up to the resumed attempt's first day (progress overwritten),27,17,504,421,144,223
2011016-2011036-03255d5013c5,plan up to the resumed attempt's first day (progress overwritten),15,5,456,529,329,223
2015075-2015095-f3ff27341cdb,plan up to the resumed attempt's first day (progress overwritten),4,1,264,97,60,223
2019274-2019294-f58da49ec1ce,plan up to the resumed attempt's first day (progress overwritten),7,5,420,259,68,223
2015035-2015055-b99e65475771,plan up to the resumed attempt's first day (progress overwritten),4,2,300,125,60,223
2017164-2017184-1133a0d53046,plan up to the resumed attempt's first day (progress overwritten),4,1,273,120,80,223
2025062-2025082-874094bcdcbe,plan up to the resumed attempt's first day (progress overwritten),8,4,390,272,127,222
2019174-2019194-f097692e87df,plan up to the resumed attempt's first day (progress overwritten),6,4,320,134,55,222
2010181-2010201-e61755421ff8,plan up to the resumed attempt's first day (progress overwritten),5,3,322,172,80,222
2016290-2016310-c9da73ef9050,plan up to the resumed attempt's first day (progress overwritten),7,4,392,260,100,222
2017364-2018019-34688543e5bb,plan up to the resumed attempt's first day (progress overwritten),2,1,231,33,40,222
2024268-2024288-b531f7d96edf,plan up to the resumed attempt's first day (progress overwritten),9,4,360,319,197,222
2012291-2012311-e63ea3804624,plan up to the resumed attempt's first day (progress overwritten),3,1,266,80,40,222
2012311-2012331-dd47b07440d9,plan up to the resumed attempt's first day (progress overwritten),2,1,266,80,40,222
2019334-2019354-42e53fb26c4c,plan up to the resumed attempt's first day (progress overwritten),5,2,276,149,120,222
2024068-2024088-159bb2ec68e2,plan up to the resumed attempt's first day (progress overwritten),5,1,264,170,140,222
2024268-2024288-c4e789b3c688,plan up to the resumed attempt's first day (progress overwritten),16,11,640,568,172,221
2010181-2010201-c6d1842deb1b,plan up to the resumed attempt's first day (progress overwritten),5,2,273,131,97,221
2017204-2017224-4b7c8dd8991a,plan up to the resumed attempt's first day (progress overwritten),8,4,288,123,60,221
2021283-2021303-252e46520b2e,plan up to the resumed attempt's first day (progress overwritten),4,2,300,126,60,221
2022358-2023013-0d0e6843a441,plan up to the resumed attempt's first day (progress overwritten),15,8,520,558,265,220
2022238-2022258-1fc0a4d9ac9f,plan up to the resumed attempt's first day (progress overwritten),8,3,315,248,180,220
2019214-2019234-026dbaccb8d3,plan up to the resumed attempt's first day (progress overwritten),6,4,384,220,80,220
2010081-2010101-605174382bda,plan up to the resumed attempt's first day (progress overwritten),5,3,345,180,65,220
2013305-2013325-013fbb30e730,plan up to the resumed attempt's first day (progress overwritten),4,1,260,124,98,219
2012271-2012291-beab58469dfb,plan up to the resumed attempt's first day (progress overwritten),6,5,391,208,40,219
2025322-2025342-0d085d72cbf6,plan up to the resumed attempt's first day (progress overwritten),32,21,504,407,137,219
2012271-2012291-770d0d84f6ce,plan up to the resumed attempt's first day (progress overwritten),6,2,275,161,121,219
2018119-2018139-8c617f9f7ff4,plan up to the resumed attempt's first day (progress overwritten),9,4,364,308,184,219
2015115-2015135-f5ff516d8f7f,plan up to the resumed attempt's first day (progress overwritten),7,3,308,224,137,219
2024288-2024308-177b16e67204,plan up to the resumed attempt's first day (progress overwritten),10,5,434,360,160,218
2022138-2022158-5ecf5d0e1b70,plan up to the resumed attempt's first day (progress overwritten),7,3,338,204,90,218
2023173-2023193-7ef27690dfc5,plan up to the resumed attempt's first day (progress overwritten),7,2,297,222,160,218
2025082-2025102-2406a3fe5489,plan up to the resumed attempt's first day (progress overwritten),7,4,351,237,120,218
2012311-2012331-781480b52eb5,plan up to the resumed attempt's first day (progress overwritten),2,1,252,57,40,218
2019074-2019094-f536ead4f371,plan up to the resumed attempt's first day (progress overwritten),9,5,420,294,100,218
2024148-2024168-16669e930fb3,plan up to the resumed attempt's first day (progress overwritten),13,5,408,453,297,216
2022138-2022158-e239342715cf,plan up to the resumed attempt's first day (progress overwritten),6,5,374,191,40,216
2011316-2011336-c6802f057026,plan up to the resumed attempt's first day (progress overwritten),12,6,462,438,200,216
2013005-2013025-f0e4402466c7,plan up to the resumed attempt's first day (progress overwritten),8,6,476,320,80,216
2016270-2016290-6a264c0a470a,plan up to the resumed attempt's first day (progress overwritten),14,5,390,505,344,216
2012251-2012271-2772c24a9606,plan up to the resumed attempt's first day (progress overwritten),5,3,340,163,43,216
2020029-2020049-3789463e416b,plan up to the resumed attempt's first day (progress overwritten),3,1,240,73,60,216
2025322-2025342-b5a75e8dceed,plan up to the resumed attempt's first day (progress overwritten),37,31,648,487,66,215
2025042-2025062-3409bad4db1f,plan up to the resumed attempt's first day (progress overwritten),6,1,275,239,200,215
2019254-2019274-88b4dcf96f4a,plan up to the resumed attempt's first day (progress overwritten),6,4,384,223,80,215
2017004-2017024-22348e48fd7e,plan up to the resumed attempt's first day (progress overwritten),5,2,294,151,100,215
2012331-2012351-823d47e7d6e1,plan up to the resumed attempt's first day (progress overwritten),9,7,476,321,66,215
2015055-2015075-dabe99bf1b27,plan up to the resumed attempt's first day (progress overwritten),4,2,260,100,79,215
2012151-2012171-ffe4aeb1b2b2,plan up to the resumed attempt's first day (progress overwritten),5,3,322,180,76,214
2014020-2014040-d581f6544aa3,plan up to the resumed attempt's first day (progress overwritten),14,3,360,520,400,214
2018199-2018219-6a84d7da9ef7,plan up to the resumed attempt's first day (progress overwritten),6,1,260,168,140,214
2010361-2011016-7fa0421c0f2d,plan up to the resumed attempt's first day (progress overwritten),5,3,322,179,80,214
2017004-2017024-a573cfe411eb,plan up to the resumed attempt's first day (progress overwritten),9,5,420,321,123,214
2018299-2018319-e245b8a0bfcf,plan up to the resumed attempt's first day (progress overwritten),4,2,264,106,62,214
2021003-2021023-b87603fd7da0,plan up to the resumed attempt's first day (progress overwritten),4,2,294,144,79,214
2022238-2022258-0a0c0f5a09e2,plan up to the resumed attempt's first day (progress overwritten),19,8,384,370,220,214
2021103-2021123-034f8e6bbbab,plan up to the resumed attempt's first day (progress overwritten),4,2,288,98,40,214
2023213-2023233-490c4ed812ef,plan up to the resumed attempt's first day (progress overwritten),10,6,465,387,160,213
2016110-2016130-09c7179be9a9,plan up to the resumed attempt's first day (progress overwritten),5,3,338,195,80,213
2012231-2012251-28bf5819e795,plan up to the resumed attempt's first day (progress overwritten),30,20,504,424,143,213
2020049-2020069-20d891163162,plan up to the resumed attempt's first day (progress overwritten),33,18,468,431,196,213
2016250-2016270-a6c07cc5f989,plan up to the resumed attempt's first day (progress overwritten),6,2,252,87,56,213
2023173-2023193-627d32c683d9,plan up to the resumed attempt's first day (progress overwritten),7,5,391,218,60,213
2016210-2016230-6f6fcf7888fb,plan up to the resumed attempt's first day (progress overwritten),7,2,270,205,166,212
2014240-2014260-9714c029f2ac,plan up to the resumed attempt's first day (progress overwritten),15,4,400,573,431,212
2017324-2017344-293787d2be33,plan up to the resumed attempt's first day (progress overwritten),6,4,350,210,80,212
2021003-2021023-bac789126d4a,plan up to the resumed attempt's first day (progress overwritten),6,2,299,221,141,212
2015115-2015135-fcc56990198b,plan up to the resumed attempt's first day (progress overwritten),13,5,418,486,300,211
2016130-2016150-be08994dcb82,plan up to the resumed attempt's first day (progress overwritten),4,3,323,134,40,211
2013025-2013045-032de82778d1,plan up to the resumed attempt's first day (progress overwritten),2,1,242,67,40,211
2017204-2017224-d1856ce5e06d,plan up to the resumed attempt's first day (progress overwritten),5,3,300,135,60,211
2021223-2021243-bdeaaf8354dc,plan up to the resumed attempt's first day (progress overwritten),5,4,374,199,40,211
2021263-2021283-c5469e6837c8,plan up to the resumed attempt's first day (progress overwritten),30,18,432,370,152,211
2021103-2021123-391e654dc58c,plan up to the resumed attempt's first day (progress overwritten),6,2,288,188,155,211
2018019-2018039-5ec77eb2745b,plan up to the resumed attempt's first day (progress overwritten),3,2,280,105,40,211
2024008-2024028-535e0bf8821d,plan up to the resumed attempt's first day (progress overwritten),3,1,252,89,60,210
2022218-2022238-2670a076706b,plan up to the resumed attempt's first day (progress overwritten),7,4,390,280,120,210
2020269-2020289-1538716de2d2,plan up to the resumed attempt's first day (progress overwritten),4,2,260,90,80,210
2011076-2011096-8f5d677a0182,plan up to the resumed attempt's first day (progress overwritten),6,1,260,180,140,210
2013005-2013025-a012076f2ae2,plan up to the resumed attempt's first day (progress overwritten),6,2,260,120,80,210
2016330-2016350-326fb87e9f40,plan up to the resumed attempt's first day (progress overwritten),9,4,364,329,179,209
2010121-2010141-ff0582e0931b,plan up to the resumed attempt's first day (progress overwritten),6,1,252,170,180,209
2019234-2019254-fe0d7aab036f,plan up to the resumed attempt's first day (progress overwritten),9,7,476,323,60,209
2014240-2014260-7e97a276dcff,plan up to the resumed attempt's first day (progress overwritten),14,4,360,514,381,209
2016130-2016150-ba8e3bf89538,plan up to the resumed attempt's first day (progress overwritten),4,1,252,138,120,209
2012031-2012051-f740054553ed,plan up to the resumed attempt's first day (progress overwritten),3,1,217,86,80,209
2025262-2025282-a2e2bb11f670,plan up to the resumed attempt's first day (progress overwritten),4,1,252,104,69,209
2024028-2024048-910767e800a6,plan up to the resumed attempt's first day (progress overwritten),8,3,312,290,200,209
2025262-2025282-512a64b30859,plan up to the resumed attempt's first day (progress overwritten),9,2,297,282,220,209
2020089-2020109-7c93ea3f9b28,plan up to the resumed attempt's first day (progress overwritten),7,2,264,175,168,209
2019174-2019194-732488e82afd,plan up to the resumed attempt's first day (progress overwritten),8,4,364,285,140,209
2021243-2021263-4fd3d67f1a35,plan up to the resumed attempt's first day (progress overwritten),12,6,442,472,240,208
2011236-2011256-4236e7c12eac,plan up to the resumed attempt's first day (progress overwritten),15,8,560,585,280,208
2018219-2018239-21eb134aa9e6,plan up to the resumed attempt's first day (progress overwritten),9,6,448,322,120,208
2023073-2023093-e92b0b987d43,plan up to the resumed attempt's first day (progress overwritten),12,3,288,208,153,208
2022058-2022078-f2b8914c365c,plan up to the resumed attempt's first day (progress overwritten),4,1,242,132,120,208
2023253-2023273-8fcb3cb83e08,plan up to the resumed attempt's first day (progress overwritten),4,2,285,128,60,207
2017044-2017064-c95e5ad463c4,plan up to the resumed attempt's first day (progress overwritten),10,2,308,336,280,206
2019354-2020009-15a2f8e2a68d,plan up to the resumed attempt's first day (progress overwritten),8,3,312,207,137,206
2022078-2022098-b787e9ae3bd6,plan up to the resumed attempt's first day (progress overwritten),7,5,391,226,49,206
2023273-2023293-2ef550ded47e,plan up to the resumed attempt's first day (progress overwritten),8,3,312,278,180,206
2023153-2023173-f33efa242d2e,plan up to the resumed attempt's first day (progress overwritten),9,4,364,351,200,206
2013225-2013245-472ecfabf561,plan up to the resumed attempt's first day (progress overwritten),5,1,252,158,120,206
2018199-2018219-2817e7472d9f,plan up to the resumed attempt's first day (progress overwritten),7,5,390,241,80,206
2022198-2022218-52c7ee4122e3,plan up to the resumed attempt's first day (progress overwritten),7,2,286,210,132,206
2017124-2017144-c9cfafe87c32,plan up to the resumed attempt's first day (progress overwritten),5,3,300,140,80,206
2016290-2016310-c54eb475ecb7,plan up to the resumed attempt's first day (progress overwritten),5,4,374,199,40,205
2022058-2022078-9104a4ccb388,plan up to the resumed attempt's first day (progress overwritten),5,4,340,160,40,205
2019154-2019174-b492371b575b,plan up to the resumed attempt's first day (progress overwritten),7,5,414,243,44,205
2015195-2015215-5421c7fec7f4,plan up to the resumed attempt's first day (progress overwritten),5,3,323,143,40,205
2020029-2020049-07a6675feb2b,plan up to the resumed attempt's first day (progress overwritten),6,2,253,182,140,205
2013265-2013285-7b3d2f6842a6,plan up to the resumed attempt's first day (progress overwritten),2,1,242,72,40,205
2024008-2024028-f01986430c64,plan up to the resumed attempt's first day (progress overwritten),4,2,285,130,60,205
2019354-2020009-e96dd2ea7c72,plan up to the resumed attempt's first day (progress overwritten),4,1,253,120,80,205
2018119-2018139-ce9fa1f1ab86,plan up to the resumed attempt's first day (progress overwritten),5,3,300,147,58,205
2020049-2020069-c6a2f493480a,plan up to the resumed attempt's first day (progress overwritten),4,1,253,120,80,205
2014240-2014260-b92fba6be8ba,plan up to the resumed attempt's first day (progress overwritten),21,6,330,416,300,204
2018299-2018319-b8410fa3df70,plan up to the resumed attempt's first day (progress overwritten),8,6,432,260,42,204
2025322-2025342-6d81e501a79e,plan up to the resumed attempt's first day (progress overwritten),8,5,392,268,100,204
2010001-2010021-77fe7e8003d7,plan up to the resumed attempt's first day (progress overwritten),3,2,272,91,40,204
2018099-2018119-5a85b0a005be,plan up to the resumed attempt's first day (progress overwritten),7,3,336,252,132,204
2023033-2023053-f68cf7ff86e1,plan up to the resumed attempt's first day (progress overwritten),9,5,420,346,147,204
2021043-2021063-d87267980a22,plan up to the resumed attempt's first day (progress overwritten),5,2,285,120,49,204
2012291-2012311-f49d3366d249,plan up to the resumed attempt's first day (progress overwritten),14,4,385,487,340,204
2018239-2018259-a23f6d42c9a2,plan up to the resumed attempt's first day (progress overwritten),5,2,286,195,120,203
2020029-2020049-f1e395fbdb4c,plan up to the resumed attempt's first day (progress overwritten),8,2,286,315,240,203
2015135-2015155-ae8bf3b5c5f2,plan up to the resumed attempt's first day (progress overwritten),6,1,242,174,136,203
2016190-2016210-8ca1db3c0dde,plan up to the resumed attempt's first day (progress overwritten),5,2,286,194,120,203
2016330-2016350-a9cddac4d767,plan up to the resumed attempt's first day (progress overwritten),6,4,300,144,80,203
2020209-2020229-fb22424d900f,plan up to the resumed attempt's first day (progress overwritten),6,2,279,230,160,203
2012131-2012151-efce1b544efb,plan up to the resumed attempt's first day (progress overwritten),12,8,544,465,160,202
2025262-2025282-be9c0794eab6,plan up to the resumed attempt's first day (progress overwritten),8,5,392,279,100,202
2017224-2017244-d49e0021bfc1,plan up to the resumed attempt's first day (progress overwritten),5,3,300,152,80,202
2018039-2018059-677d7fdf028e,plan up to the resumed attempt's first day (progress overwritten),7,3,336,260,140,202
2018039-2018059-283531406ff6,plan up to the resumed attempt's first day (progress overwritten),5,2,286,188,120,201
2020129-2020149-651062a75138,plan up to the resumed attempt's first day (progress overwritten),7,2,288,275,200,201
2023053-2023073-f6cb4b87e656,plan up to the resumed attempt's first day (progress overwritten),12,8,496,404,139,201
2016070-2016090-22adcdd752ac,plan up to the resumed attempt's first day (progress overwritten),4,3,323,148,40,201
2025082-2025102-145257ef0114,plan up to the resumed attempt's first day (progress overwritten),5,1,234,110,100,201
2018179-2018199-5bea3a1133d9,plan up to the resumed attempt's first day (progress overwritten),5,2,240,128,120,201
2017264-2017284-fb5f80081ef2,plan up to the resumed attempt's first day (progress overwritten),8,4,276,132,63,201
2023233-2023253-e4c3c683a498,plan up to the resumed attempt's first day (progress overwritten),8,5,392,293,113,200
2021183-2021203-2671088691db,plan up to the resumed attempt's first day (progress overwritten),6,3,330,220,100,200
2025342-2025362-84600b5d17ee,plan up to the resumed attempt's first day (progress overwritten),5,3,320,171,60,200
2014100-2014120-dc57368c82ee,plan up to the resumed attempt's first day (progress overwritten),18,16,741,568,55,200
2020289-2020309-a9b263109988,plan up to the resumed attempt's first day (progress overwritten),6,2,276,168,120,200
2021103-2021123-8f5b8de3bec7,plan up to the resumed attempt's first day (progress overwritten),5,2,280,144,80,200
2011016-2011036-180f16f1ac89,plan up to the resumed attempt's first day (progress overwritten),4,2,288,120,40,200
2010221-2010241-0d0bd51ff20f,plan up to the resumed attempt's first day (progress overwritten),13,8,540,520,200,200
2025102-2025122-a5ab64546e38,plan up to the resumed attempt's first day (progress overwritten),11,7,480,379,120,199
2022358-2023013-d23aeb27c6aa,plan up to the resumed attempt's first day (progress overwritten),9,6,420,317,119,199
2017084-2017104-ab865faa8a83,plan up to the resumed attempt's first day (progress overwritten),10,7,448,341,100,199
2013025-2013045-d82114d6d07e,plan up to the resumed attempt's first day (progress overwritten),4,2,252,109,60,199
2016150-2016170-c26e1bc627fb,plan up to the resumed attempt's first day (progress overwritten),5,1,240,172,140,199
2011156-2011176-fafac184f17d,plan up to the resumed attempt's first day (progress overwritten),3,1,247,117,80,199
2016130-2016150-d2e0b2928818,plan up to the resumed attempt's first day (progress overwritten),4,1,240,135,120,199
2011176-2011196-4fe8bfd2e324,plan up to the resumed attempt's first day (progress overwritten),4,3,288,120,40,199
2016270-2016290-d28db2354b94,plan up to the resumed attempt's first day (progress overwritten),5,2,286,197,120,198
2012271-2012291-abf1cff7c49d,plan up to the resumed attempt's first day (progress overwritten),3,2,266,104,40,198
2021203-2021223-0c1c1dd55a73,plan up to the resumed attempt's first day (progress overwritten),10,2,234,133,108,198
2022198-2022218-dea9c4b6d42a,plan up to the resumed attempt's first day (progress overwritten),7,1,240,182,188,198
2024308-2024328-296108253a01,plan up to the resumed attempt's first day (progress overwritten),9,6,416,297,98,198
2017144-2017164-7e3ad911f0e0,plan up to the resumed attempt's first day (progress overwritten),4,2,266,115,54,198
2025262-2025282-06b7e5f71204,plan up to the resumed attempt's first day (progress overwritten),33,21,468,424,160,198
2016030-2016050-02fd9949c531,plan up to the resumed attempt's first day (progress overwritten),14,2,273,522,460,198
2012151-2012171-ac7a989bc5a6,plan up to the resumed attempt's first day (progress overwritten),7,2,252,222,180,198
2012331-2012351-93c4baae5384,plan up to the resumed attempt's first day (progress overwritten),15,5,380,547,370,197
2023333-2023353-584052f6f07a,plan up to the resumed attempt's first day (progress overwritten),5,1,230,145,140,197
2018339-2018359-9beec54f58d7,plan up to the resumed attempt's first day (progress overwritten),4,2,270,116,60,197
2016050-2016070-cdfe68414e74,plan up to the resumed attempt's first day (progress overwritten),7,1,252,220,180,197
2019074-2019094-97cbcb7a24b7,plan up to the resumed attempt's first day (progress overwritten),5,1,231,116,100,196
2019174-2019194-49accf0d7c50,plan up to the resumed attempt's first day (progress overwritten),8,6,414,250,41,196
2024208-2024228-33aa0894d678,plan up to the resumed attempt's first day (progress overwritten),4,2,260,126,80,196
2025302-2025322-09f8eba17330,plan up to the resumed attempt's first day (progress overwritten),5,1,240,164,140,196
2020169-2020189-8ecb1bd3c2e6,plan up to the resumed attempt's first day (progress overwritten),5,2,260,112,80,195
2014020-2014040-c94bc219eec5,plan up to the resumed attempt's first day (progress overwritten),4,3,323,153,40,195
2013225-2013245-5e3e08e572d6,plan up to the resumed attempt's first day (progress overwritten),5,3,323,157,40,195
2020109-2020129-5c373d8f912a,plan up to the resumed attempt's first day (progress overwritten),7,5,330,188,80,195
2019194-2019214-73f8835a8c76,plan up to the resumed attempt's first day (progress overwritten),5,2,280,152,72,194
2012271-2012291-c10f9db3ba9e,plan up to the resumed attempt's first day (progress overwritten),21,6,320,415,300,194
2024148-2024168-70841af1d564,plan up to the resumed attempt's first day (progress overwritten),5,3,285,144,60,194
2017144-2017164-aa824a11a824,plan up to the resumed attempt's first day (progress overwritten),6,4,357,203,60,194
2015135-2015155-7ee61fd4f12e,plan up to the resumed attempt's first day (progress overwritten),24,10,403,401,229,194
2017064-2017084-c710571129ac,plan up to the resumed attempt's first day (progress overwritten),9,6,448,346,106,194
2022198-2022218-ee47ad596fb2,plan up to the resumed attempt's first day (progress overwritten),8,4,364,260,100,194
2010221-2010241-de368b79a6be,plan up to the resumed attempt's first day (progress overwritten),3,2,272,107,40,194
2021263-2021283-d03e26ef51d5,plan up to the resumed attempt's first day (progress overwritten),7,2,279,232,160,193
2014260-2014280-75fda305f49e,plan up to the resumed attempt's first day (progress overwritten),31,22,540,463,133,193
2012251-2012271-348c52eb51be,plan up to the resumed attempt's first day (progress overwritten),4,2,270,127,60,193
2025222-2025242-1ade2dd273eb,plan up to the resumed attempt's first day (progress overwritten),8,4,350,291,140,193
2024048-2024068-ad205ead1e09,plan up to the resumed attempt's first day (progress overwritten),16,13,720,599,106,193
2015135-2015155-c61251df6b1e,plan up to the resumed attempt's first day (progress overwritten),5,3,289,112,40,193
2012331-2012351-d1595a303c07,plan up to the resumed attempt's first day (progress overwritten),5,2,231,97,100,193
2019234-2019254-ace911141b13,plan up to the resumed attempt's first day (progress overwritten),6,4,368,240,80,192
2018159-2018179-7663c4b9afa2,plan up to the resumed attempt's first day (progress overwritten),9,6,448,349,120,192
2013145-2013165-399f23baf92d,plan up to the resumed attempt's first day (progress overwritten),6,4,330,203,80,192
2014220-2014240-5fa4fb70233b,plan up to the resumed attempt's first day (progress overwritten),5,1,247,172,132,192
2024028-2024048-df86a36d4030,plan up to the resumed attempt's first day (progress overwritten),7,2,264,200,164,192
2023033-2023053-403425491d2a,plan up to the resumed attempt's first day (progress overwritten),3,1,234,106,74,192
2011096-2011116-d2629eee2339,plan up to the resumed attempt's first day (progress overwritten),9,8,532,360,40,192
2018019-2018039-0752e5ad4e84,plan up to the resumed attempt's first day (progress overwritten),24,4,297,422,360,191
2021023-2021043-4f16a1ce87c0,plan up to the resumed attempt's first day (progress overwritten),4,2,266,122,55,191
2021283-2021303-8c229ca40183,plan up to the resumed attempt's first day (progress overwritten),12,4,273,202,140,191
2019354-2020009-fcef9f744d4c,plan up to the resumed attempt's first day (progress overwritten),5,3,266,110,52,191
2017084-2017104-d676e602aa0c,plan up to the resumed attempt's first day (progress overwritten),5,4,323,152,40,191
2018359-2019014-d15f3c0abb0d,plan up to the resumed attempt's first day (progress overwritten),7,3,280,229,146,191
2022178-2022198-0da54642c454,plan up to the resumed attempt's first day (progress overwritten),5,2,231,132,100,191
2016230-2016250-bc28b0c6b9a3,plan up to the resumed attempt's first day (progress overwritten),6,3,300,160,60,190
2025262-2025282-e5b3847a1011,plan up to the resumed attempt's first day (progress overwritten),19,2,231,340,300,190
2024268-2024288-2e88f2138146,plan up to the resumed attempt's first day (progress overwritten),20,8,340,357,219,190
2016150-2016170-e495c580469a,plan up to the resumed attempt's first day (progress overwritten),22,5,288,400,322,190
2019334-2019354-bc1882c12e46,plan up to the resumed attempt's first day (progress overwritten),5,1,208,144,140,190
2023293-2023313-e25a1edfbe92,plan up to the resumed attempt's first day (progress overwritten),8,1,240,238,202,190
2025022-2025042-e2627d055463,plan up to the resumed attempt's first day (progress overwritten),22,12,408,383,179,189
2019014-2019034-29a8481673a0,plan up to the resumed attempt's first day (progress overwritten),5,1,228,127,120,188
2014180-2014200-efb070c5f1ba,plan up to the resumed attempt's first day (progress overwritten),19,17,741,578,59,188
2014300-2014320-8bc382faf999,plan up to the resumed attempt's first day (progress overwritten),5,2,234,145,100,188
2021043-2021063-a5c7a7e33d1e,plan up to the resumed attempt's first day (progress overwritten),5,2,266,125,60,188
2017004-2017024-47b4b8ffe190,plan up to the resumed attempt's first day (progress overwritten),9,5,392,360,160,188
2025202-2025222-f6eb18440afe,plan up to the resumed attempt's first day (progress overwritten),8,3,308,251,140,188
2024208-2024228-aa55f46d5407,plan up to the resumed attempt's first day (progress overwritten),5,3,288,144,52,187
2016270-2016290-7524524c2ff2,plan up to the resumed attempt's first day (progress overwritten),8,3,230,125,85,187
2020109-2020129-1fd8e61492c1,plan up to the resumed attempt's first day (progress overwritten),7,5,391,249,60,187
2020209-2020229-fe9a0888a64a,plan up to the resumed attempt's first day (progress overwritten),6,2,250,170,140,187
2019014-2019034-75d88c70580f,plan up to the resumed attempt's first day (progress overwritten),10,7,476,346,71,187
2024208-2024228-4797b2d90461,plan up to the resumed attempt's first day (progress overwritten),9,3,304,318,216,187
2024048-2024068-08442477c14a,plan up to the resumed attempt's first day (progress overwritten),6,2,252,113,89,187
2021143-2021163-28af9d95da54,plan up to the resumed attempt's first day (progress overwritten),17,11,416,312,98,187
2013245-2013265-dd5b907165aa,plan up to the resumed attempt's first day (progress overwritten),4,2,270,137,60,187
2017344-2017364-6ff9ba4137cc,plan up to the resumed attempt's first day (progress overwritten),8,5,400,298,100,186
2014260-2014280-bd1519513349,plan up to the resumed attempt's first day (progress overwritten),5,4,323,163,40,186
2024168-2024188-d9e6a327683c,plan up to the resumed attempt's first day (progress overwritten),9,1,234,299,261,186
2019074-2019094-b1acb8bd6910,plan up to the resumed attempt's first day (progress overwritten),7,4,336,193,61,186
2024328-2024348-a6ba626afc2a,plan up to the resumed attempt's first day (progress overwritten),7,3,308,256,140,186
2025082-2025102-7293ed9ffe90,plan up to the resumed attempt's first day (progress overwritten),12,6,418,457,239,186
2015155-2015175-aafdace3f867,plan up to the resumed attempt's first day (progress overwritten),3,1,221,76,80,185
2014320-2014340-94c95a92c7df,plan up to the resumed attempt's first day (progress overwritten),5,4,323,162,40,185
2018199-2018219-887c3e382fa7,plan up to the resumed attempt's first day (progress overwritten),24,8,363,414,280,185
2022358-2023013-1053ac20134f,plan up to the resumed attempt's first day (progress overwritten),5,2,261,183,112,185
2025082-2025102-8d72d9dd46a6,plan up to the resumed attempt's first day (progress overwritten),22,12,408,416,200,184
2022358-2023013-75165c33f6c6,plan up to the resumed attempt's first day (progress overwritten),5,2,220,91,96,184
2024328-2024348-826fa749cde3,plan up to the resumed attempt's first day (progress overwritten),7,3,300,242,134,184
2022178-2022198-020d0a666d7c,plan up to the resumed attempt's first day (progress overwritten),5,3,266,144,80,184
2013065-2013085-88417877287f,plan up to the resumed attempt's first day (progress overwritten),24,18,561,467,107,184
2015295-2015315-855360ec5731,plan up to the resumed attempt's first day (progress overwritten),10,2,230,130,99,184
2016150-2016170-0a28d5c15d27,plan up to the resumed attempt's first day (progress overwritten),5,4,323,163,40,184
2014120-2014140-2ed45d7d7af0,plan up to the resumed attempt's first day (progress overwritten),5,2,240,152,120,184
2011136-2011156-5ef818aa4673,plan up to the resumed attempt's first day (progress overwritten),8,4,364,320,160,184
2019294-2019314-2fd0f9a55d79,plan up to the resumed attempt's first day (progress overwritten),12,8,345,232,79,183
2014040-2014060-64e0bec5077d,plan up to the resumed attempt's first day (progress overwritten),24,18,561,464,120,183
2010341-2010361-c3946b5ea3de,plan up to the resumed attempt's first day (progress overwritten),3,1,224,95,59,183
2025342-2025362-961c968cf783,plan up to the resumed attempt's first day (progress overwritten),7,4,330,225,97,183
2023293-2023313-2873882ca4f3,plan up to the resumed attempt's first day (progress overwritten),4,1,216,97,120,183
2014020-2014040-93073d3ce146,plan up to the resumed attempt's first day (progress overwritten),6,2,275,198,120,183
2018119-2018139-09c4217d31a2,plan up to the resumed attempt's first day (progress overwritten),7,4,360,273,113,182
2011076-2011096-723e83386c14,plan up to the resumed attempt's first day (progress overwritten),16,6,429,582,343,182
