shard_id,prog_worker,comp_worker,checkpointed_records,manifest_records,station_days,picks_record,surviving_files_not_in_manifest,manifest_files,records_not_in_manifest,records_without_picks_anywhere
2010261-2010281-3055c1cd75c0,ip-172-31-9-228.us-east-2.compute.internal:16,ip-172-31-33-189.us-east-2.compute.internal:16,200,20,280,20,5,1,200,19
2021303-2021323-e1a229a20224,ip-172-31-16-102.us-east-2.compute.internal:14,ip-172-31-9-153.us-east-2.compute.internal:14,200,37,640,37,5,1,200,18
2017204-2017224-e481bf5a1ea6,ip-172-31-10-30.us-east-2.compute.internal:15,ip-172-31-29-155.us-east-2.compute.internal:17,280,17,380,17,14,2,280,18
2025042-2025062-0bf21d13e861,ip-172-31-44-168.us-east-2.compute.internal:17,ip-172-31-33-173.us-east-2.compute.internal:17,160,13,440,13,4,1,160,18
2014260-2014280-8a5f4ceb6229,ip-172-31-25-180.us-east-2.compute.internal:16,ip-172-31-30-71.us-east-2.compute.internal:15,240,20,260,20,6,1,240,18
2016350-2017004-2cf48dccc244,ip-172-31-6-143.us-east-2.compute.internal:17,ip-172-31-15-242.us-east-2.compute.internal:16,160,25,416,25,4,1,160,18
2022298-2022318-de183f79047a,ip-172-31-14-118.us-east-2.compute.internal:16,ip-172-31-42-212.us-east-2.compute.internal:16,160,20,380,20,4,1,160,18
2021083-2021103-c82cd92d79d9,ip-172-31-25-142.us-east-2.compute.internal:17,ip-172-31-19-203.us-east-2.compute.internal:17,40,20,420,20,1,1,40,18
2016030-2016050-1434482d99a0,ip-172-31-18-18.us-east-2.compute.internal:16,ip-172-31-1-151.us-east-2.compute.internal:16,240,14,680,14,12,2,240,17
2018139-2018159-66b9ec457475,ip-172-31-21-187.us-east-2.compute.internal:17,ip-172-31-44-179.us-east-2.compute.internal:17,120,37,480,37,6,2,120,17
2024148-2024168-a798cfe203a0,ip-172-31-2-2.us-east-2.compute.internal:14,ip-172-31-10-200.us-east-2.compute.internal:14,240,33,740,33,6,1,240,17
2017164-2017184-4b700101af4b,ip-172-31-25-212.us-east-2.compute.internal:16,ip-172-31-33-136.us-east-2.compute.internal:16,240,15,680,15,12,2,240,16
2019114-2019134-edd98873f258,ip-172-31-23-245.us-east-2.compute.internal:14,ip-172-31-1-220.us-east-2.compute.internal:14,40,31,200,31,1,1,40,16
2022178-2022198-e34ffea23464,ip-172-31-29-109.us-east-2.compute.internal:15,ip-172-31-32-30.us-east-2.compute.internal:15,320,35,440,35,8,1,320,16
2021083-2021103-2638735f75a3,ip-172-31-37-46.us-east-2.compute.internal:15,ip-172-31-20-183.us-east-2.compute.internal:15,40,20,580,20,1,1,40,16
2012051-2012071-df4ba4b601a4,ip-172-31-4-212.us-east-2.compute.internal:16,ip-172-31-31-219.us-east-2.compute.internal:15,440,23,720,23,31,3,440,16
2011236-2011256-f80620a99e03,ip-172-31-29-105.us-east-2.compute.internal:17,ip-172-31-31-137.us-east-2.compute.internal:17,240,20,400,20,6,1,240,16
2015055-2015075-f39181b2a614,ip-172-31-21-196.us-east-2.compute.internal:17,ip-172-31-5-110.us-east-2.compute.internal:16,240,12,260,12,6,1,240,15
2013085-2013105-a4f881b34f3c,ip-172-31-36-155.us-east-2.compute.internal:16,ip-172-31-31-68.us-east-2.compute.internal:17,400,14,560,14,10,1,400,15
2011116-2011136-20372085bf4a,ip-172-31-3-249.us-east-2.compute.internal:15,ip-172-31-18-204.us-east-2.compute.internal:14,80,20,360,20,2,1,80,15
2018139-2018159-bc4bf80a4be1,ip-172-31-5-149.us-east-2.compute.internal:16,ip-172-31-3-143.us-east-2.compute.internal:17,80,20,480,20,4,2,80,15
2010081-2010101-c3a98a556fdf,ip-172-31-29-73.us-east-2.compute.internal:14,ip-172-31-23-110.us-east-2.compute.internal:14,120,16,420,16,3,1,120,14
2021023-2021043-3bfb7a0d8a58,ip-172-31-2-28.us-east-2.compute.internal:15,ip-172-31-44-179.us-east-2.compute.internal:16,40,20,580,20,1,1,40,13
2025202-2025222-ef800fafdc74,ip-172-31-4-27.us-east-2.compute.internal:15,ip-172-31-40-233.us-east-2.compute.internal:15,320,20,620,20,8,1,320,13
2024108-2024128-554201a38000,ip-172-31-22-94.us-east-2.compute.internal:17,ip-172-31-38-252.us-east-2.compute.internal:17,200,20,380,20,5,1,200,13
2015235-2015255-795b83b77c1d,ip-172-31-6-222.us-east-2.compute.internal:17,ip-172-31-34-38.us-east-2.compute.internal:17,200,24,260,24,5,1,200,12
2020029-2020049-9a5799cbf879,ip-172-31-23-118.us-east-2.compute.internal:16,ip-172-31-12-227.us-east-2.compute.internal:16,440,33,720,33,31,3,440,11
2010081-2010101-d65606d83f91,ip-172-31-31-91.us-east-2.compute.internal:15,ip-172-31-39-234.us-east-2.compute.internal:15,40,20,420,20,1,1,40,11
2019294-2019314-5ec3aa1051c4,ip-172-31-24-167.us-east-2.compute.internal:15,ip-172-31-42-237.us-east-2.compute.internal:15,160,38,440,38,4,1,160,11
2019174-2019194-6ad294e544d3,ip-172-31-18-0.us-east-2.compute.internal:17,ip-172-31-37-83.us-east-2.compute.internal:17,40,38,380,38,1,1,40,10
2010241-2010261-3225fddce226,ip-172-31-22-159.us-east-2.compute.internal:16,ip-172-31-10-91.us-east-2.compute.internal:16,240,20,360,20,6,1,240,10
2015295-2015315-c14252c55a0a,ip-172-31-26-115.us-east-2.compute.internal:15,ip-172-31-18-234.us-east-2.compute.internal:15,200,20,560,20,5,1,200,10
2015115-2015135-bf8695b0694f,ip-172-31-34-157.us-east-2.compute.internal:17,ip-172-31-19-108.us-east-2.compute.internal:15,200,34,260,34,5,1,200,10
2013325-2013345-a90a6ca2a93c,ip-172-31-3-28.us-east-2.compute.internal:17,ip-172-31-30-245.us-east-2.compute.internal:17,40,20,60,20,1,1,40,10
2020029-2020049-20ede51e5f2a,ip-172-31-21-189.us-east-2.compute.internal:15,ip-172-31-47-238.us-east-2.compute.internal:15,200,20,480,20,5,1,200,9
2022018-2022038-3b05a4c02880,ip-172-31-23-38.us-east-2.compute.internal:15,ip-172-31-38-178.us-east-2.compute.internal:15,200,24,489,24,5,1,200,8
2020289-2020309-74468f8b6516,ip-172-31-17-199.us-east-2.compute.internal:15,ip-172-31-36-252.us-east-2.compute.internal:16,160,20,280,20,4,1,160,7
2020049-2020069-1a0aa86fdd81,ip-172-31-28-91.us-east-2.compute.internal:17,ip-172-31-16-216.us-east-2.compute.internal:17,40,19,420,19,1,1,40,6
2018079-2018099-2095d246c199,ip-172-31-12-116.us-east-2.compute.internal:15,ip-172-31-9-239.us-east-2.compute.internal:15,240,20,520,20,6,1,240,6
2021303-2021323-6dc6f3c3268c,ip-172-31-8-105.us-east-2.compute.internal:17,ip-172-31-20-58.us-east-2.compute.internal:14,320,28,440,28,8,1,320,5
2016330-2016350-c13c7aa5bc20,ip-172-31-40-233.us-east-2.compute.internal:16,ip-172-31-42-80.us-east-2.compute.internal:17,320,5,361,5,17,1,320,5
2013025-2013045-18d7407c1dc6,ip-172-31-8-226.us-east-2.compute.internal:14,ip-172-31-15-90.us-east-2.compute.internal:14,200,31,240,31,5,1,200,4
2015355-2016010-efa35f294ffe,ip-172-31-20-164.us-east-2.compute.internal:15,ip-172-31-38-248.us-east-2.compute.internal:15,200,18,560,18,5,1,200,3
2017324-2017344-00b4b82f4fe3,ip-172-31-27-235.us-east-2.compute.internal:15,ip-172-31-37-134.us-east-2.compute.internal:15,120,20,560,20,3,1,120,3
2022118-2022138-a4cc6e811bae,ip-172-31-30-166.us-east-2.compute.internal:15,ip-172-31-45-182.us-east-2.compute.internal:15,240,20,520,20,6,1,240,2
2014200-2014220-0eeb9ee4f709,ip-172-31-27-29.us-east-2.compute.internal:17,ip-172-31-22-131.us-east-2.compute.internal:17,40,20,60,20,1,1,40,2
2020109-2020129-997edd81078d,ip-172-31-17-156.us-east-2.compute.internal:17,ip-172-31-3-239.us-east-2.compute.internal:17,40,20,420,20,1,1,40,2
2014260-2014280-57eceb05a1ee,ip-172-31-18-11.us-east-2.compute.internal:15,ip-172-31-10-30.us-east-2.compute.internal:16,280,36,426,36,7,1,280,1
2012351-2013005-26ec1e5e49c5,ip-172-31-4-62.us-east-2.compute.internal:15,ip-172-31-19-203.us-east-2.compute.internal:15,80,20,420,20,2,1,80,0
