id,network_code,station_code,location_code,channels,latitude,longitude,elevation,start_date,end_date,state
MB.FBMT.01,MB,FBMT,01,EH,47.40683,-114.4222,1518.0,2019.08,3000.001,Montana
MB.FCMT.01,MB,FCMT,01,"EN,HH",46.462002,-110.857554,1836.0,2022.158,3000.001,Montana
MB.GBMT.01,MB,GBMT,01,"EN,HH",46.859202,-112.456997,2248.0,2020.212,3000.001,Montana
MB.GCMT.,MB,GCMT,,EH,45.79117,-109.6672,1530.0,2001.227,2019.08,Montana
MB.GCMT.01,MB,GCMT,01,EH,45.79117,-109.6672,1530.0,2019.08,3000.001,Montana
MB.HBMT.,MB,HBMT,,EH,45.793,-112.6078,2481.0,2001.227,2019.08,Montana
MB.HBMT.01,MB,HBMT,01,EH,45.793,-112.6078,2481.0,2019.08,3000.001,Montana
MB.HLMT.01,MB,HLMT,01,"EN,HH",45.902781,-112.555256,1843.0,2020.346,2022.186,Montana
MB.HRY.,MB,HRY,,EH,46.711285,-111.831786,1344.0,2001.227,2019.08,Montana
MB.HRY.01,MB,HRY,01,"EH,HH,HN",46.711285,-111.831786,1344.0,2019.08,3000.001,Montana
MB.JTMT.,MB,JTMT,,"BH,EH,EN",47.74667,-114.2825,1469.0,2001.227,2019.302,Montana
MB.JTMT.01,MB,JTMT,01,"EH,EN,HH",47.74667,-114.2825,1469.0,2019.08,3000.001,Montana
MB.LCCM.,MB,LCCM,,EH,45.838,-111.878,1669.0,2001.227,3000.001,Montana
MB.LCCM.00,MB,LCCM,00,EH,45.838,-111.878,1669.0,2019.08,3000.001,Montana
MB.LCCM.01,MB,LCCM,01,EH,45.838,-111.878,1669.0,2019.08,3000.001,Montana
MB.LDM.,MB,LDM,,HH,48.45384,-115.31912,840.0,2015.306,2018.318,Montana
MB.LDM.01,MB,LDM,01,HH,48.45384,-115.31912,840.0,2018.318,3000.001,Montana
MB.LIMT.01,MB,LIMT,01,"EN,HH",44.61723,-112.64399,1956.0,2022.32,3000.001,Montana
MB.LNMT.01,MB,LNMT,01,"HH,HN",47.788895,-113.760353,1345.0,2024.262,3000.001,Montana
MB.LRM.,MB,LRM,,EH,45.822178,-112.45187,2329.0,2001.227,2019.08,Montana
MB.LRM.01,MB,LRM,01,"EH,HH,HN",45.822178,-112.45187,2329.0,2019.08,3000.001,Montana
MB.LYMT.,MB,LYMT,,EH,46.97,-112.2895,2237.0,2001.227,2019.08,Montana
MB.LYMT.01,MB,LYMT,01,EH,46.97,-112.2895,2237.0,2019.08,3000.001,Montana
MB.MCMT.,MB,MCMT,,EH,44.82767,-112.8488,2323.0,2001.227,2019.08,Montana
MB.MCMT.01,MB,MCMT,01,EH,44.82767,-112.8488,2323.0,2019.08,3000.001,Montana
MB.MKMT.,MB,MKMT,,EH,47.10317,-115.1138,2088.0,2003.281,2019.08,Montana
MB.MKMT.01,MB,MKMT,01,EH,47.10317,-115.1138,2088.0,2019.08,3000.001,Montana
MB.MOMT.,MB,MOMT,,EH,44.59333,-112.3943,2220.0,2001.227,2019.08,Montana
MB.MOMT.01,MB,MOMT,01,EH,44.59333,-112.3943,2220.0,2019.08,3000.001,Montana
MB.MSMT.,MB,MSMT,,EH,45.6305,-110.3537,1926.0,2001.297,2019.08,Montana
MB.MSMT.01,MB,MSMT,01,EH,45.6305,-110.3537,1926.0,2019.08,3000.001,Montana
MB.MSO.,MB,MSO,,EH,46.82917,-113.9407,1264.0,2001.227,2004.249,Montana
MB.NCM.,MB,NCM,,EH,47.18017,-114.5658,1183.0,2000.201,2006.219,Montana
MB.NDMT.,MB,NDMT,,EH,47.269,-114.7988,1917.0,1996.275,2019.08,Montana
MB.NDMT.01,MB,NDMT,01,EH,47.269,-114.7988,1917.0,2019.08,3000.001,Montana
MB.NQBU.01,MB,NQBU,01,HN,46.00037,-112.49824,1681.0,2010.202,3000.001,Montana
MB.NQCV.01,MB,NQCV,01,HN,46.0337,-111.4141,1215.0,2017.316,3000.001,Montana
MB.NQMA.01,MB,NQMA,01,HN,45.904772,-111.332252,1386.0,2013.207,3000.001,Montana
MB.NQSO.01,MB,NQSO,01,HN,48.098168,-114.200716,890.0,2013.117,3000.001,Montana
MB.NQWL.01,MB,NQWL,01,HN,44.804116,-111.56164,1915.0,2016.21,3000.001,Montana
MB.ODMT.01,MB,ODMT,01,"HH,HN",47.063943,-113.016439,1536.0,2024.24,3000.001,Montana
MB.OVMT.,MB,OVMT,,EH,47.06433,-112.9967,1494.0,1996.233,2019.08,Montana
MB.OVMT.01,MB,OVMT,01,EH,47.06433,-112.9967,1494.0,2019.08,3000.001,Montana
MB.PCMT.,MB,PCMT,,EH,47.21517,-114.0278,1873.0,2000.202,2019.08,Montana
MB.PCMT.01,MB,PCMT,01,EH,47.21517,-114.0278,1873.0,2019.08,3000.001,Montana
MB.QLMT.,MB,QLMT,,EH,44.83067,-111.43,2064.0,2001.16,2019.08,Montana
MB.QLMT.01,MB,QLMT,01,EH,44.83067,-111.43,2064.0,2019.08,3000.001,Montana
MB.SLMT.,MB,SLMT,,EH,47.24183,-113.4935,1701.0,2000.263,2019.08,Montana
MB.SLMT.01,MB,SLMT,01,EH,47.24183,-113.4935,1701.0,2019.08,3000.001,Montana
MB.SMMT.01,MB,SMMT,01,"HH,HN",44.65716,-111.530268,2310.0,2024.225,3000.001,Montana
MB.SRMT.01,MB,SRMT,01,"EN,HH",47.775002,-112.607201,1522.0,2020.31,3000.001,Montana
MB.STMT.,MB,STMT,,EH,45.386,-109.8608,1756.0,2001.16,2019.08,Montana
MB.STMT.01,MB,STMT,01,EH,45.386,-109.8608,1756.0,2019.08,3000.001,Montana
MB.SWMT.,MB,SWMT,,EH,47.509333,-113.998833,1297.0,2001.16,2019.08,Montana
MB.SWMT.01,MB,SWMT,01,EH,47.509333,-113.998833,1297.0,2019.08,3000.001,Montana
MB.SXM.,MB,SXM,,EH,46.1495,-111.2088,1996.0,2001.16,2019.08,Montana
MB.SXM.01,MB,SXM,01,EH,46.1495,-111.2088,1996.0,2019.08,3000.001,Montana
MB.SXMT.01,MB,SXMT,01,"HH,HN",46.149838,-111.211419,1996.3,2024.227,3000.001,Montana
MB.TPMT.,MB,TPMT,,EH,44.72983,-111.6657,2518.0,2001.16,2019.08,Montana
MB.TPMT.01,MB,TPMT,01,EH,44.72983,-111.6657,2518.0,2019.08,3000.001,Montana
MB.VCMT.,MB,VCMT,,EH,46.4425,-114.1872,1254.0,2004.294,2019.08,Montana
MB.VCMT.01,MB,VCMT,01,EH,46.4425,-114.1872,1254.0,2019.08,3000.001,Montana
MB.WCMT.01,MB,WCMT,01,"HH,HN",45.266437,-112.041,1772.0,2024.212,3000.001,Montana
MB.WFMT.01,MB,WFMT,01,"HH,HN",48.373949,-114.467544,936.0,2024.242,3000.001,Montana
MB.YBMT.,MB,YBMT,,EH,47.86333,-114.0115,1415.0,2001.16,2019.08,Montana
MB.YBMT.01,MB,YBMT,01,EH,47.86333,-114.0115,1415.0,2019.08,3000.001,Montana
MX.DEPC2.01,MX,DEPC2,01,HN,32.627266,-115.485504,1.0,2011.144,3000.001,Baja California (Me)
MX.HSIG.,MX,HSIG,,"BH,HH,HL,HN",29.019754,-110.94928,250.0,2007.169,3000.001,Sonora (Me)
MX.MBIG.,MX,MBIG,,"BH,HH",32.407185,-115.198143,2.0,2008.059,2011.277,Baja California (Me)
MX.MBIG.,MX,MBIG,,"BH,HH,HL,HN",32.407185,-115.198143,2.0,2011.277,2014.288,Baja California (Me)
MX.MBIG.,MX,MBIG,,"BH,HH,HL",32.407185,-115.198143,2.0,2014.288,3000.001,Baja California (Me)
MX.SPIG.,MX,SPIG,,"BH,EL,HH,HL",31.045971,-115.466026,2769.0,2008.057,2010.301,Baja California (Me)
MX.SPIG.,MX,SPIG,,"BH,HH,HL,HN",31.045971,-115.466026,2769.0,2010.301,3000.001,Baja California (Me)
MX.SRIG.,MX,SRIG,,"BH,HH,HL",27.319826,-112.241058,61.0,2008.059,3000.001,Baja California Sur (Me)
MX.TJIG.,MX,TJIG,,"BH,EL,HH,HL",32.433762,-116.676247,365.0,2010.303,2014.282,Baja California (Me)
MX.TJIG.,MX,TJIG,,"BH,HH,HL,HN",32.433762,-116.676247,365.0,2014.282,3000.001,Baja California (Me)
N4.O20A.,N4,O20A,,"AC,BH,HH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",40.1348,-108.2416,1915.0,2018.227,2019.076,Colorado
N4.O20A.00,N4,O20A,00,"HH,LH,VH,VM",40.1348,-108.2416,1915.0,2019.073,3000.001,Colorado
N4.O20A.30,N4,O20A,30,LD,40.1348,-108.2416,1915.0,2019.073,3000.001,Colorado
N4.O20A.31,N4,O20A,31,LD,40.1348,-108.2416,1915.0,2019.073,3000.001,Colorado
N4.O20A.32,N4,O20A,32,BD,40.1348,-108.2416,1915.0,2019.073,3000.001,Colorado
N4.O20A.40,N4,O20A,40,"BF,LF",40.1348,-108.2416,1915.0,2024.163,3000.001,Colorado
N4.O20A.EP,N4,O20A,EP,"BD,LC,LD,LE,LI,LK",40.1348,-108.2416,1915.0,2018.227,2019.076,Colorado
NC.PD01.01,NC,PD01,01,HN,38.255131,-120.848907,184.0,2016.293,3000.001,California
NP.2197.,NP,2197,,HN,48.996,-122.742,20.0,1981.076,1997.092,British Columbia (Ca)
NP.2201.0B,NP,2201,0B,HN,46.01079,-112.55733,1760.0,1980.1,1998.316,Montana
NP.2202.,NP,2202,,"DE,EH,HN,HU,LC,LN,VE",46.60007,-112.03767,1226.0,1980.313,2026.153,Montana
NP.2202.10,NP,2202,10,HN,46.60007,-112.03767,1226.0,2026.153,3000.001,Montana
NP.2202.2C,NP,2202,2C,"DE,EH,HN,HU,LC,LN,VE",46.60007,-112.03767,1226.0,2026.153,3000.001,Montana
NP.2203.0B,NP,2203,0B,HN,41.74049,-111.814,1457.0,1981.001,1994.251,Utah
NP.2205.,NP,2205,,"CP,DE,DS,HU,LC,LN,VE,VV",45.6671,-111.046,1497.0,2024.088,3000.001,Montana
NP.2205.0B,NP,2205,0B,"EH,HN",45.6671,-111.046,1497.0,1981.006,2026.154,Montana
NP.2205.10,NP,2205,10,HN,45.6671,-111.046,1497.0,2026.154,3000.001,Montana
NP.2205.2C,NP,2205,2C,"DE,EH,HN,HU,LC,LN,VE",45.6671,-111.046,1497.0,2026.154,3000.001,Montana
NP.2210.07,NP,2210,07,HN,40.75778,-111.84016,1447.0,1972.264,3000.001,Utah
NP.2210.1G,NP,2210,1G,HN,40.75778,-111.84016,1447.0,1972.264,3000.001,Utah
NP.2242.,NP,2242,,"CP,DE,LC,LN,VE",48.4099,-115.3157,675.0,2024.262,2024.262,Montana
NP.2242.10,NP,2242,10,HN,48.4099,-115.3157,675.0,2024.262,2024.262,Montana
NP.2242.DA,NP,2242,DA,"CP,DE,HN,LC,LN,VE",48.4099,-115.3157,675.0,1973.076,3000.001,Montana
NP.2242.LC,NP,2242,LC,"CP,DE,HN,LC,LN,VE",48.4099,-115.3157,675.0,2024.262,3000.001,Montana
NP.2242.LG,NP,2242,LG,HN,48.4099,-115.3157,675.0,1973.076,3000.001,Montana
NP.2242.PR,NP,2242,PR,"CP,DE,DS,HN,HU,LC,LN,VE,VV",48.4099,-115.3157,675.0,1973.076,3000.001,Montana
NP.2242.UG,NP,2242,UG,"CP,DE,HN,HU,LC,VE",48.4099,-115.3157,675.0,1973.076,3000.001,Montana
NP.2245.0B,NP,2245,0B,HN,46.61891,-112.105,1221.0,1972.267,2021.232,Montana
NP.2255.,NP,2255,,"EH,HN",46.01076,-112.55681,1758.0,2016.077,2017.188,Montana
NP.2255.0B,NP,2255,0B,"EH,HN",46.01076,-112.55681,1758.0,1998.316,3000.001,Montana
NP.2256.HP,NP,2256,HP,HN,40.23418,-111.63143,1425.0,1981.015,1993.225,Utah
NP.2256.LT,NP,2256,LT,HN,40.23418,-111.63143,1425.0,1993.225,2001.304,Utah
NP.2257.,NP,2257,,HN,41.19564,-111.9366,1460.0,1981.014,2001.303,Utah
NP.2258.,NP,2258,,HN,39.72012,-111.82516,1575.0,1981.016,2001.299,Utah
NP.2267.0B,NP,2267,0B,HN,37.6754,-113.0692,1777.0,1981.1,2026.132,Utah
NP.2268.,NP,2268,,HN,38.75758,-112.08699,1616.0,1981.099,2005.208,Utah
NP.2271.,NP,2271,,HN,40.65621,-111.81505,1369.0,1982.042,1994.06,Utah
NP.2272.,NP,2272,,HN,40.6997,-111.7935,1519.0,1982.216,2011.02,Utah
NP.2272.01,NP,2272,01,HN,40.6997,-111.7935,1519.0,2011.02,2026.14,Utah
NP.2272.02,NP,2272,02,HN,40.6997,-111.7935,1519.0,2011.02,2026.14,Utah
NP.2272.10,NP,2272,10,HN,40.6997,-111.7935,1519.0,2026.14,3000.001,Utah
NP.2272.2C,NP,2272,2C,"GA,GE,GL,GN,GP,GS,HN,LC,VC,VD,VE,VP",40.6997,-111.7935,1519.0,2026.14,3000.001,Utah
NP.2281.0B,NP,2281,0B,HN,41.5106,-112.0169,1349.0,1984.117,2001.136,Utah
NP.2282.,NP,2282,,HN,40.75,-111.8015,1581.0,1984.088,2011.082,Utah
NP.2282.01,NP,2282,01,HN,40.75,-111.8015,1581.0,2011.082,2026.138,Utah
NP.2282.02,NP,2282,02,HN,40.75,-111.8015,1581.0,2011.082,2026.138,Utah
NP.2282.10,NP,2282,10,HN,40.75,-111.8015,1581.0,2026.138,3000.001,Utah
NP.2282.2C,NP,2282,2C,"GA,GE,GL,GN,GP,GS,HN,LC,VC,VD,VE,VP",40.75,-111.8015,1581.0,2026.138,3000.001,Utah
NP.2283.,NP,2283,,HN,40.7479,-111.8194,1649.0,1985.088,1994.25,Utah
NP.2284.,NP,2284,,HN,40.77,-111.8962,1311.0,1985.218,1999.161,Utah
NP.2285.,NP,2285,,HN,40.745,-111.8748,1299.0,2011.063,2013.09,Utah
NP.2285.01,NP,2285,01,HN,40.745,-111.8748,1299.0,2011.063,2026.14,Utah
NP.2285.02,NP,2285,02,HN,40.745,-111.8748,1299.0,1984.088,2026.14,Utah
NP.2286.,NP,2286,,HN,40.70129,-111.86675,1313.0,2003.062,2013.09,Utah
NP.2286.01,NP,2286,01,HN,40.70129,-111.86675,1313.0,2000.308,2026.139,Utah
NP.2286.02,NP,2286,02,HN,40.70129,-111.86675,1313.0,1984.088,2026.139,Utah
NP.2286.10,NP,2286,10,HN,40.70129,-111.86675,1313.0,2026.139,3000.001,Utah
NP.2286.2C,NP,2286,2C,"GA,GE,GL,GN,GP,GS,HN,LC,VC,VD,VE,VP",40.70129,-111.86675,1313.0,2026.139,3000.001,Utah
NP.2287.,NP,2287,,HN,40.77214,-111.95493,1288.0,1984.084,2026.139,Utah
NP.2287.10,NP,2287,10,HN,40.77214,-111.95493,1288.0,2026.139,3000.001,Utah
NP.2287.2C,NP,2287,2C,"GA,GE,GL,GN,GP,GS,HN,LC,VC,VD,VE,VP",40.77214,-111.95493,1288.0,2026.139,3000.001,Utah
NP.2289.5C,NP,2289,5C,HN,40.75955,-111.88672,1300.0,1989.105,3000.001,Utah
NP.2289.5N,NP,2289,5N,HN,40.75955,-111.88672,1300.0,1989.105,3000.001,Utah
NP.2289.CA,NP,2289,CA,HN,40.75955,-111.88672,1300.0,1989.105,3000.001,Utah
NP.2289.CB,NP,2289,CB,HN,40.75955,-111.88672,1300.0,1989.105,3000.001,Utah
NP.2289.FF,NP,2289,FF,HN,40.75955,-111.88672,1300.0,1989.105,3000.001,Utah
NP.2289.NA,NP,2289,NA,HN,40.75955,-111.88672,1300.0,1989.105,3000.001,Utah
NP.2289.NB,NP,2289,NB,HN,40.75955,-111.88672,1300.0,1989.105,3000.001,Utah
NP.2289.SA,NP,2289,SA,HN,40.75955,-111.88672,1300.0,1989.105,3000.001,Utah
NP.2289.SB,NP,2289,SB,HN,40.75955,-111.88672,1300.0,1989.105,3000.001,Utah
NP.2289.TN,NP,2289,TN,HN,40.75955,-111.88672,1300.0,1989.105,3000.001,Utah
NP.2289.TS,NP,2289,TS,HN,40.75955,-111.88672,1300.0,1989.105,3000.001,Utah
NP.2289.TW,NP,2289,TW,HN,40.75955,-111.88672,1300.0,1989.105,3000.001,Utah
NP.2290.CR,NP,2290,CR,HN,40.7652,-111.70836,1712.0,1993.224,2008.214,Utah
NP.2290.DS,NP,2290,DS,HN,40.7652,-111.70836,1712.0,1993.224,2008.214,Utah
NP.2290.LA,NP,2290,LA,HN,40.7652,-111.70836,1712.0,1993.224,2008.214,Utah
NP.2290.MD,NP,2290,MD,HN,40.7652,-111.70836,1712.0,1993.224,2008.214,Utah
NP.2290.RA,NP,2290,RA,HN,40.7652,-111.70836,1712.0,1993.224,2008.214,Utah
NP.2291.0B,NP,2291,0B,HN,41.7418,-111.8117,1460.0,1994.251,2026.134,Utah
NP.2291.10,NP,2291,10,HN,41.7418,-111.8117,1460.0,2026.134,3000.001,Utah
NP.2291.2C,NP,2291,2C,"DE,HN,HU,LC,LN,VE",41.7418,-111.8117,1460.0,2026.134,3000.001,Utah
NP.2292.,NP,2292,,HN,37.09952,-113.56816,809.0,1996.085,2005.207,Utah
NP.2293.,NP,2293,,HN,38.27376,-112.64211,1793.0,1996.085,2005.208,Utah
NP.2294.,NP,2294,,HN,39.1431,-111.8177,1556.0,1996.092,2005.209,Utah
NP.2295.,NP,2295,,HN,39.97373,-111.79206,1516.0,1996.086,2005.209,Utah
NP.2296.,NP,2296,,HN,40.52052,-111.89341,1348.0,1996.087,2004.315,Utah
NP.2297.,NP,2297,,HN,41.036,-111.93715,1330.0,1996.087,2005.213,Utah
NP.2298.,NP,2298,,HN,41.717,-112.183,1320.0,1996.088,2005.21,Utah
NP.2299.,NP,2299,,HN,40.71237,-112.03819,1294.0,1997.227,2009.239,Utah
NP.2301.CR,NP,2301,CR,HN,34.23085,-113.6014,385.0,1982.112,2009.015,Arizona
NP.2301.LA,NP,2301,LA,HN,34.23085,-113.6014,385.0,1982.112,3000.001,Arizona
NP.2305.0B,NP,2305,0B,HN,33.4966,-112.0659,341.0,1973.045,2004.175,Arizona
NP.2306.0B,NP,2306,0B,HN,32.1809,-110.9654,747.0,1973.046,2004.173,Arizona
NP.2307.0B,NP,2307,0B,HN,34.55473,-112.45315,1617.0,1973.339,3000.001,Arizona
NP.2314.,NP,2314,,HN,32.18391,-110.96221,750.0,2004.173,3000.001,Arizona
NP.2319.,NP,2319,,HN,33.50009,-112.06623,342.0,2004.175,3000.001,Arizona
NP.2320.00,NP,2320,00,HN,33.07616,-113.01056,215.0,2014.022,3000.001,Arizona
NP.7200.,NP,7200,,HN,40.655,-111.9862,1387.0,1997.226,2005.102,Utah
NP.7201.,NP,7201,,HN,40.623,-111.9334,1327.0,1997.226,2007.156,Utah
NP.7202.,NP,7202,,HN,40.6821,-111.9227,1293.0,1997.226,2013.09,Utah
NP.7202.01,NP,7202,01,HN,40.6821,-111.9227,1293.0,2011.073,3000.001,Utah
NP.7202.02,NP,7202,02,HN,40.6821,-111.9227,1293.0,2011.073,3000.001,Utah
NP.7203.,NP,7203,,HN,40.7468,-111.8271,1458.0,1997.225,2011.07,Utah
NP.7203.01,NP,7203,01,HN,40.7468,-111.8271,1458.0,2011.07,2026.138,Utah
NP.7203.02,NP,7203,02,HN,40.7468,-111.8271,1458.0,2011.07,2026.138,Utah
NP.7203.10,NP,7203,10,HN,40.7468,-111.8271,1458.0,2026.138,3000.001,Utah
NP.7203.2C,NP,7203,2C,"GA,GE,GL,GN,GP,GS,HN,LC,VC,VD,VE,VP",40.7468,-111.8271,1458.0,2026.138,3000.001,Utah
NP.7204.0B,NP,7204,0B,HN,40.579,-111.854,1437.0,1997.225,2009.001,Utah
NP.7205.,NP,7205,,HN,40.747,-111.813,1513.0,1998.147,2009.001,Utah
NP.7207.,NP,7207,,HN,41.51006,-112.01777,1348.0,2001.136,2026.134,Utah
NP.7207.10,NP,7207,10,HN,41.51006,-112.01777,1348.0,2026.134,3000.001,Utah
NP.7207.2C,NP,7207,2C,"DE,HN,LC,LN,VE",41.51006,-112.01777,1348.0,2026.134,3000.001,Utah
NP.7208.0F,NP,7208,0F,HN,40.723,-111.907,1291.0,2001.146,2008.244,Utah
NP.7208.16,NP,7208,16,HN,40.723,-111.907,1291.0,2003.108,2008.244,Utah
NP.7208.25,NP,7208,25,HN,40.723,-111.907,1291.0,2003.108,2008.244,Utah
NP.7208.40,NP,7208,40,HN,40.723,-111.907,1291.0,2003.108,2008.244,Utah
NP.7208.60,NP,7208,60,HN,40.723,-111.907,1291.0,2003.108,2008.244,Utah
NP.7208.7N,NP,7208,7N,HN,40.723,-111.907,1291.0,2001.146,2008.244,Utah
NP.7208.7S,NP,7208,7S,HN,40.723,-111.907,1291.0,2001.146,2008.244,Utah
NP.7208.C7,NP,7208,C7,HN,40.723,-111.907,1291.0,2001.146,2008.244,Utah
NP.7208.C9,NP,7208,C9,HN,40.723,-111.907,1291.0,2001.146,2008.244,Utah
NP.7208.D6,NP,7208,D6,HN,40.723,-111.907,1291.0,2001.146,2008.244,Utah
NP.7208.D9,NP,7208,D9,HN,40.723,-111.907,1291.0,2001.146,2008.244,Utah
NP.7208.DE,NP,7208,DE,HN,40.723,-111.907,1291.0,2001.146,2008.244,Utah
NP.7208.DM,NP,7208,DM,HN,40.723,-111.907,1291.0,2001.146,2008.244,Utah
NP.7208.DQ,NP,7208,DQ,HN,40.723,-111.907,1291.0,2001.146,2008.244,Utah
NP.7209.,NP,7209,,"CP,DE,DS,HU,LC,LN,VE,VV",48.18969,-114.31102,898.0,2024.083,3000.001,Montana
NP.7209.0B,NP,7209,0B,HN,48.18969,-114.31102,898.0,2001.268,3000.001,Montana
NP.7210.,NP,7210,,"CP,DE,DS,HN,HU,LC,LN,VE,VV",46.84859,-114.04056,965.0,2001.269,3000.001,Montana
NP.7211.,NP,7211,,HN,39.70879,-111.83588,1564.0,2001.299,2026.138,Utah
NP.7211.10,NP,7211,10,HN,39.70879,-111.83588,1564.0,2026.138,3000.001,Utah
NP.7211.2C,NP,7211,2C,"DE,HN,LC,LN,VE",39.70879,-111.83588,1564.0,2026.138,3000.001,Utah
NP.7212.,NP,7212,,"CP,DE,DS,HN,HU,LC,VE,VV",41.19592,-111.94169,1421.0,2002.113,2026.135,Utah
NP.7212.01,NP,7212,01,HN,41.19592,-111.94169,1421.0,2011.026,2026.135,Utah
NP.7212.02,NP,7212,02,HN,41.19592,-111.94169,1421.0,2011.026,2026.135,Utah
NP.7212.0B,NP,7212,0B,HN,41.19592,-111.94169,1421.0,2001.303,2011.026,Utah
NP.7212.10,NP,7212,10,HN,41.19592,-111.94169,1421.0,2026.135,3000.001,Utah
NP.7212.2C,NP,7212,2C,"GA,GE,GL,GN,GP,GS,HN,LC,VC,VD,VE,VP",41.19592,-111.94169,1421.0,2026.135,3000.001,Utah
NP.7213.,NP,7213,,HN,40.23548,-111.63239,1406.0,2001.304,2026.139,Utah
NP.7213.10,NP,7213,10,HN,40.23548,-111.63239,1406.0,2026.139,3000.001,Utah
NP.7213.2C,NP,7213,2C,"DE,HN,LC,LN,VE",40.23548,-111.63239,1406.0,2026.139,3000.001,Utah
NP.7215.1E,NP,7215,1E,HN,40.7665,-111.8867,1310.0,2007.18,3000.001,Utah
NP.7215.1W,NP,7215,1W,HN,40.7665,-111.8867,1310.0,2007.18,3000.001,Utah
NP.7215.2E,NP,7215,2E,HN,40.7665,-111.8867,1310.0,2007.18,3000.001,Utah
NP.7215.2W,NP,7215,2W,HN,40.7665,-111.8867,1310.0,2007.18,3000.001,Utah
NP.7215.3E,NP,7215,3E,HN,40.7665,-111.8867,1310.0,2007.18,3000.001,Utah
NP.7215.3W,NP,7215,3W,HN,40.7665,-111.8867,1310.0,2007.18,3000.001,Utah
NP.7215.5E,NP,7215,5E,HN,40.7665,-111.8867,1310.0,2007.18,3000.001,Utah
NP.7215.5W,NP,7215,5W,HN,40.7665,-111.8867,1310.0,2007.18,3000.001,Utah
NP.7215.6E,NP,7215,6E,HN,40.7665,-111.8867,1310.0,2007.18,3000.001,Utah
NP.7215.6W,NP,7215,6W,HN,40.7665,-111.8867,1310.0,2007.18,3000.001,Utah
NP.7215.8C,NP,7215,8C,HN,40.7665,-111.8867,1310.0,2004.056,3000.001,Utah
NP.7215.8E,NP,7215,8E,HN,40.7665,-111.8867,1310.0,2004.056,3000.001,Utah
NP.7215.8W,NP,7215,8W,HN,40.7665,-111.8867,1310.0,2004.056,3000.001,Utah
NP.7215.BW,NP,7215,BW,HN,40.7665,-111.8867,1310.0,2004.056,3000.001,Utah
NP.7215.RC,NP,7215,RC,HN,40.7665,-111.8867,1310.0,2004.056,3000.001,Utah
NP.7215.RE,NP,7215,RE,HN,40.7665,-111.8867,1310.0,2004.056,3000.001,Utah
NP.7215.RW,NP,7215,RW,HN,40.7665,-111.8867,1310.0,2004.056,3000.001,Utah
NP.7216.,NP,7216,,HN,45.2091,-112.6381,1565.0,2004.061,2024.087,Montana
NP.7216B.,NP,7216B,,"CP,DE,DS,HN,HU,LC,LN,VE,VV",45.209064,-112.638636,1560.0,2024.087,3000.001,Montana
NP.7220.,NP,7220,,"DE,EH,HN,HU,LC,LN,VE",44.66699,-111.09911,2033.0,2004.148,3000.001,Montana
NP.7223.,NP,7223,,HN,37.10027,-113.56564,812.0,2005.215,2021.341,Utah
NP.7223.01,NP,7223,01,HN,37.10027,-113.56564,812.0,2021.341,2026.131,Utah
NP.7223.10,NP,7223,10,HN,37.10027,-113.56564,812.0,2026.131,3000.001,Utah
NP.7223.2C,NP,7223,2C,"DE,HN,LC,LN,VE",37.10027,-113.56564,812.0,2026.131,3000.001,Utah
NP.7224.,NP,7224,,HN,37.6725,-113.07149,1780.0,2005.207,2010.349,Utah
NP.7224.01,NP,7224,01,HN,37.6725,-113.07149,1780.0,2010.349,2026.132,Utah
NP.7224.02,NP,7224,02,HN,37.6725,-113.07149,1780.0,2010.349,2026.132,Utah
NP.7224.10,NP,7224,10,HN,37.6725,-113.07149,1780.0,2026.132,3000.001,Utah
NP.7224.2C,NP,7224,2C,"GA,GE,GL,GN,GP,GS,HN,LC,VC,VD,VE,VP",37.6725,-113.07149,1780.0,2026.132,3000.001,Utah
NP.7225.,NP,7225,,HN,38.28346,-112.63873,1808.0,2005.208,2023.047,Utah
NP.7225.01,NP,7225,01,HN,38.28346,-112.63873,1808.0,2023.047,2026.133,Utah
NP.7225.10,NP,7225,10,HN,38.28346,-112.63873,1808.0,2026.133,3000.001,Utah
NP.7225.2C,NP,7225,2C,"DE,HN,LC,LN,VE",38.28346,-112.63873,1808.0,2026.133,3000.001,Utah
NP.7226.,NP,7226,,HN,38.75715,-112.08773,1616.0,2005.208,2010.35,Utah
NP.7226.01,NP,7226,01,HN,38.75715,-112.08773,1616.0,2010.35,2026.134,Utah
NP.7226.02,NP,7226,02,HN,38.75715,-112.08773,1616.0,2010.35,2026.134,Utah
NP.7226.10,NP,7226,10,HN,38.75715,-112.08773,1616.0,2026.134,3000.001,Utah
NP.7226.2C,NP,7226,2C,"GA,GE,GL,GN,GP,GS,HN,LC,VC,VD,VE,VP",38.75715,-112.08773,1616.0,2026.134,3000.001,Utah
NP.7227.,NP,7227,,HN,39.15586,-111.81946,1566.0,2005.209,2011.035,Utah
NP.7227.01,NP,7227,01,HN,39.15586,-111.81946,1566.0,2011.035,2026.135,Utah
NP.7227.02,NP,7227,02,HN,39.15586,-111.81946,1566.0,2011.035,2026.135,Utah
NP.7227.10,NP,7227,10,HN,39.15586,-111.81946,1566.0,2026.135,3000.001,Utah
NP.7227.2C,NP,7227,2C,"GA,GE,GL,GN,GP,GS,HN,LC,VC,VD,VE,VP",39.15586,-111.81946,1566.0,2026.135,3000.001,Utah
