id,network_code,station_code,location_code,channels,latitude,longitude,elevation,start_date,end_date,state
TA.D15A.,TA,D15A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",47.041801,-112.520401,1593.0,2006.278,2009.196,Montana
TA.D16A.,TA,D16A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",47.0308,-111.549202,1427.0,2007.27,2009.195,Montana
TA.D17A.,TA,D17A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",47.152302,-110.687302,1535.0,2007.286,2009.254,Montana
TA.D18A.,TA,D18A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",47.196098,-109.802299,1202.0,2007.288,2009.253,Montana
TA.D19A.,TA,D19A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",47.1646,-108.879997,1047.0,2008.242,2010.156,Montana
TA.D20A.,TA,D20A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",47.091099,-108.1362,902.0,2008.228,2010.156,Montana
TA.E13A.,TA,E13A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",46.442299,-114.188004,1257.0,2006.284,2009.162,Montana
TA.E14A.,TA,E14A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",46.416199,-113.492599,1675.0,2006.285,2009.163,Montana
TA.E15A.,TA,E15A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",46.424599,-112.641197,1520.0,2006.283,2009.163,Montana
TA.E16A.,TA,E16A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",46.5336,-111.676399,1398.0,2007.255,2009.194,Montana
TA.E17A.,TA,E17A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",46.462002,-110.857597,1835.0,2007.256,2009.25,Montana
TA.E18A.,TA,E18A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",46.566299,-109.913696,1459.0,2007.257,2009.251,Montana
TA.E19A.,TA,E19A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",46.461102,-108.786003,1059.0,2008.226,2010.157,Montana
TA.E20A.,TA,E20A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",46.503799,-108.130096,954.0,2008.222,2010.15,Montana
TA.F13A.,TA,F13A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",45.789299,-114.331703,1462.0,2006.291,2009.162,Montana
TA.F14A.,TA,F14A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",45.812199,-113.369904,1851.0,2006.292,2009.19,Montana
TA.F15A.,TA,F15A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",45.8409,-112.492897,1995.0,2006.3,2009.191,Montana
TA.F16A.,TA,F16A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",45.784302,-111.626198,1350.0,2007.291,2009.192,Montana
TA.F17A.,TA,F17A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",45.905399,-110.658997,1545.0,2007.294,2009.252,Montana
TA.F18A.,TA,F18A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",45.904598,-109.715797,1291.0,2007.261,2009.255,Montana
TA.F19A.,TA,F19A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",45.853802,-108.943703,1243.0,2008.22,2010.158,Montana
TA.F20A.,TA,F20A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",45.800598,-108.148804,1194.0,2008.205,2010.225,Montana
TA.G14A.,TA,G14A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",45.243198,-113.460403,2140.0,2006.314,2009.161,Montana
TA.G15A.,TA,G15A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",45.166,-112.488701,1857.0,2006.313,2009.16,Montana
TA.G16A.,TA,G16A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",45.2285,-111.804604,1769.0,2007.267,2009.16,Montana
TA.G17A.,TA,G17A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",45.321201,-110.739799,1574.0,2007.293,2009.251,Montana
TA.G18A.,TA,G18A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",45.317101,-109.563103,1699.0,2007.301,2009.258,Montana
TA.G20A.,TA,G20A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",45.2202,-108.214104,1431.0,2008.227,2010.224,Montana
TA.H15A.,TA,H15A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",44.617298,-112.643898,1957.0,2007.228,2009.158,Montana
TA.H16A.,TA,H16A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",44.7038,-111.247803,2080.0,2007.237,2009.25,Montana
TA.M14A.,TA,M14A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",41.502998,-113.347099,1318.0,2007.041,2008.234,Utah
TA.M15A.,TA,M15A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",41.4632,-112.447701,1348.0,2007.043,2009.098,Utah
TA.M16A.,TA,M16A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",41.314602,-111.629799,1872.0,2007.19,2009.111,Utah
TA.N14A.,TA,N14A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",40.851299,-113.186699,1325.0,2007.051,2008.233,Utah
TA.N15A.,TA,N15A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",40.890301,-112.520103,1408.0,2007.049,2009.094,Utah
TA.N16A.,TA,N16A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",40.886902,-111.436996,2028.0,2007.191,2009.097,Utah
TA.N17A.,TA,N17A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",40.942501,-110.833504,2500.0,2007.192,2009.112,Utah
TA.N18A.,TA,N18A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",40.976299,-109.673103,1893.0,2007.205,2009.113,Utah
TA.N19A.,TA,N19A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",40.8936,-109.1772,1703.0,2007.23,2009.114,Utah
TA.N20A.,TA,N20A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",40.833801,-108.262604,2192.0,2007.317,2010.161,Colorado
TA.O13A.,TA,O13A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",40.131401,-113.9814,1573.0,2007.052,2008.245,Utah
TA.O15A.,TA,O15A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",40.280701,-112.469398,1611.0,2007.179,2009.098,Utah
TA.O16A.,TA,O16A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",40.206699,-111.502403,1789.0,2007.178,2009.099,Utah
TA.O17A.,TA,O17A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",40.194801,-110.737801,2079.0,2007.227,2009.1,Utah
TA.O18A.,TA,O18A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",40.265499,-110.008202,1582.0,2007.206,2009.1,Utah
TA.O19A.,TA,O19A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",40.298199,-109.123596,1649.0,2007.232,2009.315,Utah
TA.O20A.,TA,O20A,,"AC,BH,HH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",40.1348,-108.2416,1915.0,2007.316,2018.227,Colorado
TA.O20A.EP,TA,O20A,EP,"BD,LC,LD,LE,LI,LK",40.1348,-108.2416,1915.0,2011.198,2018.227,Colorado
TA.P13A.,TA,P13A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",39.455002,-114.015602,1555.0,2007.06,2008.249,Utah
TA.P14A.,TA,P14A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",39.590599,-113.068703,1784.0,2007.163,2008.323,Utah
TA.P15A.,TA,P15A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",39.570801,-112.278603,1576.0,2007.143,2009.101,Utah
TA.P16A.,TA,P16A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",39.6092,-111.6595,1822.0,2007.148,2009.101,Utah
TA.P17A.,TA,P17A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",39.473,-110.739998,1687.0,2007.195,2009.141,Utah
TA.P18A.,TA,P18A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",39.627899,-110.245697,2743.0,2007.207,2009.154,Utah
TA.P19A.,TA,P19A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",39.633301,-108.981201,2099.0,2007.233,2009.313,Colorado
TA.P20A.,TA,P20A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",39.499802,-108.391197,1738.0,2007.342,2009.308,Colorado
TA.Q13A.,TA,Q13A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",38.955101,-114.020203,1583.0,2007.061,2008.248,Utah
TA.Q14A.,TA,Q14A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",38.988201,-113.276901,1464.0,2007.162,2008.322,Utah
TA.Q15A.,TA,Q15A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",38.9995,-112.379303,1477.0,2007.142,2008.32,Utah
TA.Q16A.,TA,Q16A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",38.917599,-111.1716,1912.0,2007.151,2009.342,Utah
TA.Q18A.,TA,Q18A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",39.102501,-110.132797,1295.0,2007.195,2009.068,Utah
TA.Q19A.,TA,Q19A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",38.955299,-109.263,1283.0,2007.165,2009.116,Utah
TA.Q20A.,TA,Q20A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",38.954102,-108.295601,1716.0,2007.334,2009.31,Colorado
TA.R13A.,TA,R13A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",38.180199,-113.969101,1969.0,2007.159,2009.075,Utah
TA.R14A.,TA,R14A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",38.298698,-113.021301,1542.0,2007.058,2008.262,Utah
TA.R15A.,TA,R15A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",38.2108,-112.276703,1861.0,2007.141,2009.07,Utah
TA.R16A.,TA,R16A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",38.284302,-111.482697,2202.0,2007.177,2009.069,Utah
TA.R17A.,TA,R17A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",38.418701,-110.710899,1357.0,2007.177,2009.069,Utah
TA.R18A.,TA,R18A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",38.3862,-109.894203,1828.0,2007.167,2009.066,Utah
TA.R19A.,TA,R19A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",38.291599,-109.260696,2035.0,2007.175,2009.065,Utah
TA.R20A.,TA,R20A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",38.188801,-108.379204,2003.0,2008.005,2009.321,Colorado
TA.S13A.,TA,S13A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",37.580799,-113.860397,1698.0,2007.046,2008.283,Utah
TA.S14A.,TA,S14A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",37.760101,-113.168404,1746.0,2007.027,2008.282,Utah
TA.S15A.,TA,S15A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",37.676102,-112.362701,2102.0,2007.135,2008.32,Utah
TA.S16A.,TA,S16A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",37.722198,-111.5961,1785.0,2007.213,2009.071,Utah
TA.S17A.,TA,S17A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",37.635399,-110.801804,1373.0,2007.209,2009.072,Utah
TA.S18A.,TA,S18A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",37.6903,-109.994797,2351.0,2007.176,2009.169,Utah
TA.S19A.,TA,S19A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",37.745899,-109.136597,2059.0,2007.174,2009.065,Utah
TA.S20A.,TA,S20A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",37.830002,-108.360497,2355.0,2008.171,2009.315,Colorado
TA.T13A.,TA,T13A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",37.019501,-113.907303,878.0,2007.029,2008.283,Utah
TA.T14A.,TA,T14A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",37.061501,-113.084,1529.0,2007.028,2008.284,Utah
TA.T15A.,TA,T15A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",37.018299,-112.382401,1561.0,2007.045,2008.316,Utah
TA.T16A.,TA,T16A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",36.983898,-111.505997,1177.0,2007.076,2008.324,Arizona
TA.T17A.,TA,T17A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",36.996899,-110.8041,1876.0,2007.211,2009.063,Arizona
TA.T18A.,TA,T18A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",37.136398,-109.8741,1297.0,2007.174,2009.064,Utah
TA.T19A.,TA,T19A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",36.829899,-109.024902,1736.0,2007.173,2009.062,New Mexico
TA.U13A.,TA,U13A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",36.4151,-113.965302,712.0,2007.047,2008.317,Arizona
TA.U14A.,TA,U14A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",36.418201,-113.180496,1916.0,2007.049,2008.318,Arizona
TA.U15A.,TA,U15A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",36.428001,-112.291496,2489.0,2007.136,2010.148,Arizona
TA.U16A.,TA,U16A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",36.142799,-111.1297,1544.0,2007.138,2009.039,Arizona
TA.U17A.,TA,U17A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",36.599602,-110.662399,1976.0,2007.159,2009.04,Arizona
TA.U18A.,TA,U18A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",36.419899,-109.869598,1878.0,2007.139,2009.042,Arizona
TA.U19A.,TA,U19A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",36.2925,-109.207603,2166.0,2008.052,2009.077,Arizona
TA.U20A.,TA,U20A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",36.375801,-108.520401,1682.0,2008.05,2009.325,New Mexico
TA.V13A.,TA,V13A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",35.8522,-113.984001,1402.0,2007.069,2008.291,Arizona
TA.V14A.,TA,V14A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",35.6339,-113.105301,1731.0,2007.068,2008.312,Arizona
TA.V15A.,TA,V15A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",35.819099,-112.173103,1891.0,2007.109,2008.326,Arizona
TA.V17A.,TA,V17A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",35.621799,-110.7938,1596.0,2008.045,2009.037,Arizona
TA.V18A.,TA,V18A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",35.7113,-109.932701,1977.0,2007.131,2009.038,Arizona
TA.V19A.,TA,V19A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",35.714699,-109.045601,2082.0,2007.13,2009.052,New Mexico
TA.V20A.,TA,V20A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",35.799198,-108.466202,1889.0,2008.047,2009.326,New Mexico
TA.W13A.,TA,W13A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",35.098999,-113.885399,1988.2,2006.068,2010.148,Arizona
TA.W14A.,TA,W14A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",35.2127,-113.083397,1756.3,2006.069,2008.294,Arizona
TA.W15A.,TA,W15A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",35.178699,-112.266602,2034.2,2006.07,2008.313,Arizona
TA.W16A.,TA,W16A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",35.0951,-111.531799,2192.0,2007.117,2008.326,Arizona
TA.W17A.,TA,W17A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",35.078899,-110.7127,1461.0,2007.118,2009.035,Arizona
TA.W18A.,TA,W18A,,"AC,BH,HH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",35.118099,-109.735703,1750.0,2007.121,2018.25,Arizona
TA.W18A.EP,TA,W18A,EP,"BD,LC,LD,LE,LI,LK",35.118099,-109.735703,1750.0,2011.104,2018.25,Arizona
TA.W19A.,TA,W19A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",35.111801,-109.387901,1785.0,2007.119,2009.033,Arizona
TA.W20A.,TA,W20A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",35.1259,-108.500099,2110.0,2008.013,2009.328,New Mexico
TA.X13A.,TA,X13A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",34.593498,-113.8302,889.4,2006.073,2008.292,Arizona
TA.X14A.,TA,X14A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",34.4692,-112.890602,1077.5,2006.071,2008.311,Arizona
TA.X15A.,TA,X15A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",34.486599,-112.236801,1331.8,2006.081,2008.311,Arizona
TA.X16A.,TA,X16A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",34.417801,-111.441101,1759.4,2007.089,2010.148,Arizona
TA.X17A.,TA,X17A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",34.337101,-110.805801,2280.0,2007.103,2009.051,Arizona
TA.X18A.,TA,X18A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",34.529301,-109.950104,1751.0,2007.102,2010.148,Arizona
TA.X19A.,TA,X19A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",34.427502,-109.2901,1861.0,2007.1,2009.034,Arizona
TA.X20A.,TA,X20A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",34.542099,-108.498001,2057.0,2008.036,2009.328,New Mexico
TA.Y13A.,TA,Y13A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",33.814201,-113.828697,356.9,2006.075,2008.295,Arizona
TA.Y14A.,TA,Y14A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",33.938301,-113.004799,730.7,2006.073,2010.148,Arizona
TA.Y15A.,TA,Y15A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",33.953499,-112.333099,572.0,2007.079,2008.337,Arizona
TA.Y16A.,TA,Y16A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",33.879799,-111.478302,1068.0,2007.08,2008.337,Arizona
TA.Y17A.,TA,Y17A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",33.695301,-110.844398,866.0,2007.107,2009.022,Arizona
TA.Y18A.,TA,Y18A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",33.777599,-110.034103,1512.0,2007.101,2009.036,Arizona
TA.Y19A.,TA,Y19A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",33.9571,-109.254097,2448.0,2007.094,2009.052,Arizona
TA.Y20A.,TA,Y20A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",33.908501,-108.3769,2177.0,2008.041,2009.34,New Mexico
TA.Z13A.,TA,Z13A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",33.199902,-113.656799,375.0,2008.038,2009.03,Arizona
TA.Z14A.,TA,Z14A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",33.362701,-112.945801,297.8,2006.075,2010.148,Arizona
TA.Z15A.,TA,Z15A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",33.289299,-112.158096,318.0,2007.104,2008.34,Arizona
TA.Z16A.,TA,Z16A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",33.341,-111.427299,537.0,2007.074,2008.338,Arizona
TA.Z17A.,TA,Z17A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",33.296902,-110.472298,846.0,2007.106,2009.021,Arizona
TA.Z18A.,TA,Z18A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",33.085098,-110.036201,812.0,2007.068,2009.018,Arizona
TA.Z19A.,TA,Z19A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",33.292099,-109.265701,1397.0,2007.093,2009.017,Arizona
TA.Z20A.,TA,Z20A,,"AC,BH,LC,LH,LO,OC,UH,VC,VE,VH,VK,VM,VP",33.113201,-108.592201,1547.0,2008.051,2009.345,New Mexico
TD.COP01.,TD,COP01,,HH,52.90385,-115.3398,912.0,2013.305,3000.001,Alberta (Ca)
TD.TD007.,TD,TD007,,HH,52.907001,-115.616096,988.0,2013.212,3000.001,Alberta (Ca)
TD.TD007.D0,TD,TD007,D0,SO,52.907001,-115.616096,988.0,2013.212,3000.001,Alberta (Ca)
TD.TD008.,TD,TD008,,HH,52.804089,-115.431763,964.0,2013.347,3000.001,Alberta (Ca)
TD.TD009.,TD,TD009,,"GA,GN,GP,GS,HH,LC,VC,VE,VM,VP",52.32058,-116.323372,1335.0,2013.356,3000.001,Alberta (Ca)
TD.TD009.D0,TD,TD009,D0,SO,52.32058,-116.323372,1335.0,2013.356,3000.001,Alberta (Ca)
TD.TD010.,TD,TD010,,HH,52.63863,-116.33301,1637.0,2013.356,2020.202,Alberta (Ca)
TD.TD011.,TD,TD011,,HH,52.54942,-115.5157,1103.0,2013.357,2020.202,Alberta (Ca)
TD.TD012.,TD,TD012,,HH,52.13135,-115.39685,1556.0,2014.017,2020.202,Alberta (Ca)
TD.TD013.,TD,TD013,,HH,52.51791,-115.02345,975.0,2013.357,2020.202,Alberta (Ca)
TD.TD016.,TD,TD016,,HH,51.210331,-114.835472,1380.0,2014.297,3000.001,Alberta (Ca)
TD.TD016.D0,TD,TD016,D0,SO,51.210331,-114.835472,1380.0,2014.297,3000.001,Alberta (Ca)
TD.TD022.,TD,TD022,,HH,51.17701,-114.228798,1267.0,2014.188,3000.001,Alberta (Ca)
TD.TD022.D0,TD,TD022,D0,SO,51.17701,-114.228798,1267.0,2014.188,3000.001,Alberta (Ca)
TD.TD023.,TD,TD023,,HH,51.11063,-114.305161,1169.0,2014.125,3000.001,Alberta (Ca)
TD.TD023.D0,TD,TD023,D0,SO,51.11063,-114.305161,1169.0,2014.125,3000.001,Alberta (Ca)
TD.TD024.,TD,TD024,,HH,51.04789,-114.362083,1155.0,2014.124,3000.001,Alberta (Ca)
TD.TD024.D0,TD,TD024,D0,SO,51.04789,-114.362083,1155.0,2014.124,3000.001,Alberta (Ca)
TD.TD025.,TD,TD025,,HH,51.161411,-114.676308,1309.0,2014.125,3000.001,Alberta (Ca)
TD.TD025.D0,TD,TD025,D0,SO,51.161411,-114.676308,1309.0,2014.125,3000.001,Alberta (Ca)
TD.TD026.,TD,TD026,,HH,51.29277,-114.70697,1359.0,2014.189,2029.365,Alberta (Ca)
TD.TD026.D0,TD,TD026,D0,SO,51.29277,-114.70697,1359.0,2014.189,3000.001,Alberta (Ca)
TD.TD027.,TD,TD027,,HH,51.050789,-114.231819,1219.0,2014.187,3000.001,Alberta (Ca)
TD.TD027.D0,TD,TD027,D0,SO,51.050789,-114.231819,1219.0,2014.187,3000.001,Alberta (Ca)
TD.TD028.,TD,TD028,,HH,51.24942,-114.587807,1228.0,2014.297,3000.001,Alberta (Ca)
TD.TD028.D0,TD,TD028,D0,SO,51.24942,-114.587807,1228.0,2014.297,3000.001,Alberta (Ca)
TD.TD029.,TD,TD029,,HH,52.21709,-115.20005,1164.0,2014.296,2020.202,Alberta (Ca)
TD.TD06A.,TD,TD06A,,HH,52.949871,-115.520607,961.0,2013.214,3000.001,Alberta (Ca)
TD.TD06A.D0,TD,TD06A,D0,SO,52.949871,-115.520607,961.0,2013.214,3000.001,Alberta (Ca)
TD.TD07A.,TD,TD07A,,HH,52.98373,-115.744766,1068.0,2013.213,3000.001,Alberta (Ca)
TD.TD07A.D0,TD,TD07A,D0,SO,52.98373,-115.744766,1068.0,2013.213,3000.001,Alberta (Ca)
TD.TD08A.,TD,TD08A,,HH,52.947559,-115.277641,932.0,2013.215,3000.001,Alberta (Ca)
TD.TD08A.D0,TD,TD08A,D0,SO,52.947559,-115.277641,932.0,2013.215,3000.001,Alberta (Ca)
TD.TD09A.,TD,TD09A,,"GA,GN,GP,GS,HH,LC,VC,VE,VM,VP",52.924969,-116.389732,1034.0,2013.215,3000.001,Alberta (Ca)
TD.TD09A.D0,TD,TD09A,D0,SO,52.924969,-116.389732,1034.0,2013.215,3000.001,Alberta (Ca)
TD.TD13A.,TD,TD13A,,HH,52.00769,-114.76824,1182.0,2013.353,2020.202,Alberta (Ca)
UM.BMMT.00,UM,BMMT,00,HH,47.49065,-112.87633,1676.0,2018.234,2021.208,Montana
UM.BRMT.00,UM,BRMT,00,HH,47.1055,-113.2277,1388.0,2020.21,2025.267,Montana
UM.CLMT.00,UM,CLMT,00,HH,46.81868,-112.76988,1616.0,2018.233,2021.21,Montana
UM.COMT.00,UM,COMT,00,HH,47.07883,-112.6144,1665.0,2018.235,2021.209,Montana
UM.EKMT.00,UM,EKMT,00,HH,47.35053,-112.53827,1473.0,2018.235,2021.105,Montana
